bus0,bus1,voltage,s_nom,r,x,b,length,type
way/264348139-220,way/506058990-220,220,491.556,0.111586,0.559791,7.3e-06,1859.77,Al/St 240/40 2-bundle 220.0
way/1020710695-220,way/170511092-220,220,983.112,0.499672,2.506687,0.00013081,16655.73,Al/St 240/40 2-bundle 220.0
ES159-220,way/1232240349-220,220,983.112,0.110814,0.555917,2.9e-05,3693.8,Al/St 240/40 2-bundle 220.0
way/220179629-220,ES71-220,220,491.556,0.355978,1.785821,2.33e-05,5932.96,Al/St 240/40 2-bundle 220.0
way/28048116-220,ES237-220,220,983.112,0.041073,0.20605,1.08e-05,1369.1,Al/St 240/40 2-bundle 220.0
ES237-220,way/28048116-220,220,491.556,0.081831,0.410519,5.36e-06,1363.85,Al/St 240/40 2-bundle 220.0
way/297387357-220,way/170371019-220,220,491.556,0.281122,1.410293,1.84e-05,4685.36,Al/St 240/40 2-bundle 220.0
ES204-400,ES203-400,400,1787.476,0.252095,2.067177,3.64e-05,8403.16,Al/St 240/40 4-bundle 380.0
ES336-220,ES334-220,220,491.556,0.523201,2.624723,3.42e-05,8720.01,Al/St 240/40 2-bundle 220.0
ES334-220,way/144922719-220,220,491.556,0.195369,0.980101,1.28e-05,3256.15,Al/St 240/40 2-bundle 220.0
way/203623276-220,way/1254646680-220,220,491.556,0.287618,1.442883,1.88e-05,4793.63,Al/St 240/40 2-bundle 220.0
way/47367769-220,ES191-220,220,491.556,1.697875,8.517671,0.00011113,28297.91,Al/St 240/40 2-bundle 220.0
ES145-220,ES148-220,220,983.112,0.088451,0.443728,2.32e-05,2948.36,Al/St 240/40 2-bundle 220.0
ES311-220,way/299287342-220,220,983.112,0.117651,0.590214,3.08e-05,3921.69,Al/St 240/40 2-bundle 220.0
way/126100935-220,way/158620489-220,220,983.112,0.090014,0.451569,2.36e-05,3000.46,Al/St 240/40 2-bundle 220.0
way/140011919-400,ES197-400,400,3574.953,0.096181,0.788685,5.56e-05,6412.07,Al/St 240/40 4-bundle 380.0
way/144777809-220,ES263-220,220,983.112,0.160064,0.802987,4.19e-05,5335.46,Al/St 240/40 2-bundle 220.0
ES256-400,way/34585227-400,400,3574.953,0.04078,0.334396,2.36e-05,2718.67,Al/St 240/40 4-bundle 380.0
relation/17148268-220,way/91441017-220,220,491.556,0.230183,1.154753,1.51e-05,3836.39,Al/St 240/40 2-bundle 220.0
way/258916144-220,way/145821099-220,220,983.112,0.189058,0.948442,4.95e-05,6301.94,Al/St 240/40 2-bundle 220.0
way/258916144-220,way/529061183-220,220,491.556,0.699424,3.508778,4.58e-05,11657.07,Al/St 240/40 2-bundle 220.0
way/1028926498-220,way/961840189-220,220,491.556,0.681142,3.41706,4.46e-05,11352.36,Al/St 240/40 2-bundle 220.0
way/1028926498-220,way/965351154-220,220,491.556,0.659433,3.308156,4.32e-05,10990.55,Al/St 240/40 2-bundle 220.0
way/145823172-400,way/1028926498-400,400,3574.953,0.573595,4.703481,0.00033157,38239.68,Al/St 240/40 4-bundle 380.0
ES201-400,way/126881765-400,400,7149.906,0.233009,1.910676,0.00053877,31067.9,Al/St 240/40 4-bundle 380.0
ES202-220,way/145823172-220,220,491.556,0.342984,1.720636,2.25e-05,5716.4,Al/St 240/40 2-bundle 220.0
way/169999915-220,way/1263526773-220,220,491.556,0.253947,1.273967,1.66e-05,4232.45,Al/St 240/40 2-bundle 220.0
way/1266061513-220,way/1266061515-220,220,491.556,0.416221,2.08804,2.72e-05,6937.01,Al/St 240/40 2-bundle 220.0
way/196544701-220,way/453378204-220,220,491.556,0.504032,2.52856,3.3e-05,8400.53,Al/St 240/40 2-bundle 220.0
way/33771314-400,ES256-400,400,1787.476,1.775311,14.557549,0.00025656,59177.03,Al/St 240/40 4-bundle 380.0
way/921541546-400,ES302-400,400,3574.953,0.215887,1.770273,0.00012479,14392.46,Al/St 240/40 4-bundle 380.0
ES302-400,ES280-400,400,3574.953,0.493334,4.045338,0.00028517,32888.93,Al/St 240/40 4-bundle 380.0
way/921541546-400,way/126987023-400,400,3574.953,0.607409,4.980756,0.00035111,40493.95,Al/St 240/40 4-bundle 380.0
way/145171008-400,ES280-400,400,1787.476,1.309972,10.741772,0.00018931,43665.74,Al/St 240/40 4-bundle 380.0
relation/17148268-400,way/27936937-400,400,3574.953,3.269377,26.808893,0.00188987,217958.48,Al/St 240/40 4-bundle 380.0
way/364748213-220,way/61046626-220,220,491.556,0.412882,2.071289,2.7e-05,6881.36,Al/St 240/40 2-bundle 220.0
way/1271688035-220,way/990136230-220,220,491.556,0.150149,0.753246,9.83e-06,2502.48,Al/St 240/40 2-bundle 220.0
way/990136230-220,way/1271688038-220,220,491.556,0.758206,3.803665,4.96e-05,12636.76,Al/St 240/40 2-bundle 220.0
way/1164100996-220,way/651711449-220,220,491.556,0.348979,1.750712,2.28e-05,5816.32,Al/St 240/40 2-bundle 220.0
way/1164100996-220,way/1164184948-220,220,491.556,0.340645,1.7089,2.23e-05,5677.41,Al/St 240/40 2-bundle 220.0
way/47911346-220,ES188-220,220,491.556,0.103864,0.521052,6.8e-06,1731.07,Al/St 240/40 2-bundle 220.0
ES281-220,way/990136230-220,220,491.556,0.221873,1.113062,1.45e-05,3697.88,Al/St 240/40 2-bundle 220.0
way/789683722-220,ES287-220,220,491.556,0.199654,1.001599,1.31e-05,3327.57,Al/St 240/40 2-bundle 220.0
way/33771314-220,ES278-220,220,983.112,0.120694,0.605483,3.16e-05,4023.14,Al/St 240/40 2-bundle 220.0
way/34585227-220,ES260-220,220,1966.224,0.040205,0.201695,4.21e-05,2680.33,Al/St 240/40 2-bundle 220.0
ES197-400,ES256-400,400,1787.476,4.382111,35.933311,0.00063327,146070.37,Al/St 240/40 4-bundle 380.0
way/169867109-400,ES186-400,400,1787.476,0.282528,2.316732,4.08e-05,9417.61,Al/St 240/40 4-bundle 380.0
ES258-400,ES267-400,400,3574.953,0.445467,3.652833,0.0002575,29697.83,Al/St 240/40 4-bundle 380.0
way/989699715-400,ES267-400,400,3574.953,0.03959,0.324641,2.29e-05,2639.36,Al/St 240/40 4-bundle 380.0
ES315-400,way/171256169-400,400,3574.953,0.047209,0.387117,2.73e-05,3147.29,Al/St 240/40 4-bundle 380.0
way/291666290-220,ES7-220,220,491.556,6.867671,34.452818,0.00044949,114461.19,Al/St 240/40 2-bundle 220.0
ES329-400,way/129441519-400,400,7149.906,0.177477,1.455308,0.00041036,23663.55,Al/St 240/40 4-bundle 380.0
way/28343429-220,ES223-220,220,983.112,0.147824,0.741586,3.87e-05,4927.48,Al/St 240/40 2-bundle 220.0
ES223-220,ES227-220,220,491.556,0.226281,1.135176,1.48e-05,3771.35,Al/St 240/40 2-bundle 220.0
ES227-220,ES226-220,220,983.112,0.05206,0.261169,1.36e-05,1735.34,Al/St 240/40 2-bundle 220.0
ES226-220,way/27937443-220,220,983.112,0.092156,0.462315,2.41e-05,3071.86,Al/St 240/40 2-bundle 220.0
way/27937443-220,ES225-220,220,983.112,0.088172,0.442327,2.31e-05,2939.05,Al/St 240/40 2-bundle 220.0
way/101953901-220,way/28400958-220,220,983.112,0.072802,0.365226,1.91e-05,2426.75,Al/St 240/40 2-bundle 220.0
ES122-220,way/187392726-220,220,491.556,0.281816,1.413779,1.84e-05,4696.94,Al/St 240/40 2-bundle 220.0
way/1308895546-220,way/164823726-220,220,491.556,0.584651,2.932998,3.83e-05,9744.18,Al/St 240/40 2-bundle 220.0
ES378-220,way/44633677-220,220,983.112,0.04798,0.240702,1.26e-05,1599.35,Al/St 240/40 2-bundle 220.0
way/97851756-220,way/1312242525-220,220,491.556,0.731164,3.668004,4.79e-05,12186.06,Al/St 240/40 2-bundle 220.0
ES364-220,way/75902880-220,220,491.556,0.835224,4.19004,5.47e-05,13920.4,Al/St 240/40 2-bundle 220.0
way/420403750-220,way/1032009185-220,220,983.112,0.124004,0.622089,3.25e-05,4133.48,Al/St 240/40 2-bundle 220.0
way/1316657449-220,ES374-220,220,983.112,0.110582,0.554755,2.9e-05,3686.08,Al/St 240/40 2-bundle 220.0
ES374-220,ES378-220,220,491.556,1.294417,6.49366,8.47e-05,21573.62,Al/St 240/40 2-bundle 220.0
ES349-220,way/1316855580-220,220,983.112,0.06627,0.332454,1.74e-05,2209.0,Al/St 240/40 2-bundle 220.0
ES381-220,ES380-220,220,983.112,0.136608,0.685317,3.58e-05,4553.6,Al/St 240/40 2-bundle 220.0
way/97286424-220,ES381-220,220,983.112,0.146926,0.737078,3.85e-05,4897.53,Al/St 240/40 2-bundle 220.0
ES255-220,ES257-220,220,491.556,0.155188,0.778524,1.02e-05,2586.46,Al/St 240/40 2-bundle 220.0
ES375-220,way/97851756-220,220,983.112,0.486553,2.440874,0.00012738,16218.43,Al/St 240/40 2-bundle 220.0
way/56137765-400,ES20-400,400,3574.953,0.048691,0.399269,2.82e-05,3246.09,Al/St 240/40 4-bundle 380.0
ES20-400,ES31-400,400,3574.953,0.066979,0.549229,3.87e-05,4465.28,Al/St 240/40 4-bundle 380.0
way/1266061515-220,way/1266081844-220,220,983.112,0.577036,2.8948,0.00015107,19234.55,Al/St 240/40 2-bundle 220.0
way/1266081844-400,ES144-400,400,3574.953,0.338409,2.774955,0.00019562,22560.61,Al/St 240/40 4-bundle 380.0
way/172872714-220,ES139-220,220,983.112,0.135393,0.679223,3.55e-05,4513.11,Al/St 240/40 2-bundle 220.0
way/1266081844-220,ES139-220,220,491.556,1.351135,6.778195,8.84e-05,22518.92,Al/St 240/40 2-bundle 220.0
ES139-220,ES153-220,220,491.556,1.231679,6.178925,8.06e-05,20527.99,Al/St 240/40 2-bundle 220.0
ES153-220,way/60342307-220,220,491.556,0.965235,4.842262,6.32e-05,16087.25,Al/St 240/40 2-bundle 220.0
way/1266061515-220,ES141-220,220,983.112,0.116171,0.58279,3.04e-05,3872.36,Al/St 240/40 2-bundle 220.0
way/1266081844-220,way/46619201-220,220,491.556,0.353246,1.772119,2.31e-05,5887.44,Al/St 240/40 2-bundle 220.0
way/148347794-220,way/347643820-220,220,983.112,0.189643,0.951377,4.97e-05,6321.44,Al/St 240/40 2-bundle 220.0
way/148347794-220,way/81409681-220,220,491.556,0.8958,4.49393,5.86e-05,14930.0,Al/St 240/40 2-bundle 220.0
way/148347794-220,way/81409681-220,220,491.556,0.90722,4.551222,5.94e-05,15120.34,Al/St 240/40 2-bundle 220.0
way/81409681-220,way/139280769-220,220,491.556,2.03792,10.223564,0.00013338,33965.33,Al/St 240/40 2-bundle 220.0
way/139280545-220,way/139280769-220,220,491.556,1.738951,8.723739,0.00011381,28982.52,Al/St 240/40 2-bundle 220.0
way/139280769-220,way/143293789-220,220,491.556,0.922576,4.628257,6.04e-05,15376.27,Al/St 240/40 2-bundle 220.0
way/139280769-220,way/143293789-220,220,491.556,0.906061,4.545407,5.93e-05,15101.02,Al/St 240/40 2-bundle 220.0
way/139280769-220,ES268-220,220,491.556,0.95821,4.807021,6.27e-05,15970.17,Al/St 240/40 2-bundle 220.0
way/139280769-220,ES268-220,220,491.556,1.000261,5.017977,6.55e-05,16671.02,Al/St 240/40 2-bundle 220.0
way/143044526-220,ES276-220,220,983.112,0.092589,0.46449,2.42e-05,3086.31,Al/St 240/40 2-bundle 220.0
ES276-220,way/139280545-220,220,491.556,0.246584,1.237029,1.61e-05,4109.73,Al/St 240/40 2-bundle 220.0
way/81409681-220,way/139280545-220,220,491.556,0.568189,2.850413,3.72e-05,9469.81,Al/St 240/40 2-bundle 220.0
way/202891403-400,ES22-400,400,1787.476,1.027223,8.423227,0.00014845,34240.76,Al/St 240/40 4-bundle 380.0
way/196215046-400,ES22-400,400,3574.953,0.071404,0.585516,4.13e-05,4760.29,Al/St 240/40 4-bundle 380.0
way/191485195-220,way/58928252-220,220,983.112,0.158636,0.795824,4.15e-05,5287.87,Al/St 240/40 2-bundle 220.0
way/346490586-220,way/28526821-220,220,983.112,0.052834,0.265049,1.38e-05,1761.12,Al/St 240/40 2-bundle 220.0
way/28526821-220,way/28526748-220,220,983.112,0.266213,1.335502,6.97e-05,8873.77,Al/St 240/40 2-bundle 220.0
way/181906370-400,ES126-400,400,1787.476,1.210459,9.925763,0.00017493,40348.63,Al/St 240/40 4-bundle 380.0
way/196544701-220,way/143207686-220,220,983.112,1.008563,5.059623,0.00026404,33618.76,Al/St 240/40 2-bundle 220.0
way/143483652-220,ES102-220,220,491.556,0.18785,0.94238,1.23e-05,3130.83,Al/St 240/40 2-bundle 220.0
way/60354466-220,ES101-220,220,491.556,2.420696,12.143827,0.00015843,40344.94,Al/St 240/40 2-bundle 220.0
way/144297377-220,ES90-220,220,491.556,1.371752,6.881622,8.98e-05,22862.53,Al/St 240/40 2-bundle 220.0
way/60354472-220,ES90-220,220,983.112,0.273898,1.374056,7.17e-05,9129.94,Al/St 240/40 2-bundle 220.0
way/143483653-220,way/221182424-220,220,491.556,0.619572,3.108186,4.06e-05,10326.2,Al/St 240/40 2-bundle 220.0
ES102-220,ES106-220,220,983.112,0.056171,0.281792,1.47e-05,1872.37,Al/St 240/40 2-bundle 220.0
ES95-220,ES102-220,220,491.556,0.828226,4.154932,5.42e-05,13803.76,Al/St 240/40 2-bundle 220.0
ES90-220,ES105-220,220,491.556,0.854261,4.285542,5.59e-05,14237.68,Al/St 240/40 2-bundle 220.0
ES109-220,way/143483653-220,220,983.112,0.416417,2.089027,0.00010902,13880.58,Al/St 240/40 2-bundle 220.0
way/74384031-220,ES136-220,220,491.556,0.809378,4.060379,5.3e-05,13489.63,Al/St 240/40 2-bundle 220.0
relation/17805735-220,ES130-220,220,983.112,0.118487,0.594407,3.1e-05,3949.55,Al/St 240/40 2-bundle 220.0
ES184-220,ES159-220,220,491.556,2.121148,10.64109,0.00013883,35352.46,Al/St 240/40 2-bundle 220.0
ES150-220,ES147-220,220,491.556,0.198064,0.993622,1.3e-05,3301.07,Al/St 240/40 2-bundle 220.0
way/144138410-220,ES147-220,220,491.556,0.248584,1.247064,1.63e-05,4143.07,Al/St 240/40 2-bundle 220.0
way/103158873-400,way/103511952-400,400,1787.476,1.853967,15.202529,0.00026792,61798.9,Al/St 240/40 4-bundle 380.0
ES103-400,way/73511619-400,400,3574.953,0.789495,6.473858,0.00045637,52632.99,Al/St 240/40 4-bundle 380.0
ES88-220,way/103158873-220,220,491.556,2.011291,10.089978,0.00013164,33521.52,Al/St 240/40 2-bundle 220.0
way/103158873-220,ES93-220,220,491.556,1.771159,8.885312,0.00011592,29519.31,Al/St 240/40 2-bundle 220.0
ES93-220,ES88-220,220,491.556,0.269479,1.351884,1.76e-05,4491.31,Al/St 240/40 2-bundle 220.0
way/140781473-220,way/103158873-220,220,491.556,2.922133,14.659368,0.00019125,48702.22,Al/St 240/40 2-bundle 220.0
ES88-220,way/828193563-220,220,491.556,0.509002,2.553494,3.33e-05,8483.37,Al/St 240/40 2-bundle 220.0
way/828193563-220,way/144156731-220,220,491.556,0.95879,4.809929,6.28e-05,15979.83,Al/St 240/40 2-bundle 220.0
ES101-220,ES92-220,220,491.556,0.942473,4.728072,6.17e-05,15707.88,Al/St 240/40 2-bundle 220.0
way/143483653-220,ES104-220,220,983.112,0.353731,1.774552,9.26e-05,11791.04,Al/St 240/40 2-bundle 220.0
ES104-220,ES106-220,220,983.112,0.152614,0.765615,4e-05,5087.14,Al/St 240/40 2-bundle 220.0
ES74-220,way/140743482-220,220,983.112,0.073565,0.369052,1.93e-05,2452.17,Al/St 240/40 2-bundle 220.0
way/140781473-220,ES74-220,220,491.556,0.171785,0.86179,1.12e-05,2863.09,Al/St 240/40 2-bundle 220.0
ES86-220,way/140781473-220,220,491.556,1.186111,5.950325,7.76e-05,19768.52,Al/St 240/40 2-bundle 220.0
ES11-220,way/291666290-220,220,983.112,0.07471,0.374798,1.96e-05,2490.35,Al/St 240/40 2-bundle 220.0
way/143483652-220,ES101-220,220,983.112,0.10873,0.545462,2.85e-05,3624.33,Al/St 240/40 2-bundle 220.0
way/144297438-220,way/104370242-220,220,491.556,2.305193,11.564387,0.00015087,38419.89,Al/St 240/40 2-bundle 220.0
way/144297438-220,way/144297435-220,220,491.556,0.817396,4.100601,5.35e-05,13623.26,Al/St 240/40 2-bundle 220.0
way/144297424-220,ES84-220,220,491.556,1.089989,5.46811,7.13e-05,18166.48,Al/St 240/40 2-bundle 220.0
ES82-220,way/144297423-220,220,983.112,0.114541,0.574615,3e-05,3818.04,Al/St 240/40 2-bundle 220.0
way/144297377-220,way/144297438-220,220,491.556,2.898469,14.540654,0.0001897,48307.82,Al/St 240/40 2-bundle 220.0
ES84-220,way/144297426-220,220,983.112,0.112476,0.564255,2.95e-05,3749.2,Al/St 240/40 2-bundle 220.0
ES82-220,way/144297421-220,220,491.556,0.361839,1.815226,2.37e-05,6030.65,Al/St 240/40 2-bundle 220.0
ES62-220,way/84883895-220,220,983.112,0.232282,1.165279,6.08e-05,7742.72,Al/St 240/40 2-bundle 220.0
way/144312477-220,way/144312479-220,220,491.556,1.42991,7.173384,9.36e-05,23831.84,Al/St 240/40 2-bundle 220.0
way/144312481-220,way/104370242-220,220,491.556,3.795233,19.039421,0.0002484,63253.89,Al/St 240/40 2-bundle 220.0
way/47911346-400,way/144327157-400,400,1787.476,0.521763,4.278454,7.54e-05,17392.09,Al/St 240/40 4-bundle 380.0
ES182-220,way/144327151-220,220,983.112,1.059085,5.313076,0.00027727,35302.83,Al/St 240/40 2-bundle 220.0
way/144327151-220,ES156-220,220,491.556,0.758204,3.803659,4.96e-05,12636.74,Al/St 240/40 2-bundle 220.0
way/144327157-400,ES167-400,400,3574.953,1.488138,12.202728,0.00086022,99209.17,Al/St 240/40 4-bundle 380.0
ES167-400,way/170511092-400,400,3574.953,0.446276,3.659466,0.00025797,29751.76,Al/St 240/40 4-bundle 380.0
ES183-220,ES182-220,220,491.556,0.151522,0.760136,9.92e-06,2525.37,Al/St 240/40 2-bundle 220.0
ES183-220,ES182-220,220,491.556,0.151524,0.760145,9.92e-06,2525.4,Al/St 240/40 2-bundle 220.0
way/144327157-220,ES183-220,220,983.112,0.155848,0.781838,4.08e-05,5194.94,Al/St 240/40 2-bundle 220.0
way/144327151-220,ES191-220,220,491.556,2.292659,11.501505,0.00015005,38210.98,Al/St 240/40 2-bundle 220.0
relation/15715982-220,way/144327157-220,220,983.112,1.228151,6.161226,0.00032153,40938.38,Al/St 240/40 2-bundle 220.0
way/144385735-220,way/144385776-220,220,491.556,0.883285,4.431147,5.78e-05,14721.42,Al/St 240/40 2-bundle 220.0
way/144385735-220,way/144385776-220,220,491.556,0.921932,4.625025,6.03e-05,15365.53,Al/St 240/40 2-bundle 220.0
ES188-220,way/47911346-220,220,491.556,0.103751,0.520483,6.79e-06,1729.18,Al/St 240/40 2-bundle 220.0
ES318-220,way/144778677-220,220,1474.668,0.183329,0.919702,0.00010799,9166.47,Al/St 240/40 2-bundle 220.0
way/144767090-400,way/144767096-400,400,1787.476,1.353672,11.100113,0.00019562,45122.41,Al/St 240/40 4-bundle 380.0
way/991952490-220,ES342-220,220,491.556,8.470991,42.496137,0.00055443,141183.18,Al/St 240/40 2-bundle 220.0
way/144767096-400,way/170424447-400,400,1787.476,2.299723,18.857725,0.00033234,76657.42,Al/St 240/40 4-bundle 380.0
way/144778698-220,way/144778695-220,220,491.556,0.163883,0.822148,1.07e-05,2731.39,Al/St 240/40 2-bundle 220.0
way/292277455-220,way/144767090-220,220,491.556,3.558524,17.851928,0.0002329,59308.73,Al/St 240/40 2-bundle 220.0
way/144778695-220,way/292277455-220,220,491.556,0.286987,1.439716,1.88e-05,4783.11,Al/St 240/40 2-bundle 220.0
ES346-220,ES351-220,220,983.112,0.688501,3.453981,0.00018025,22950.04,Al/St 240/40 2-bundle 220.0
way/43797051-220,ES346-220,220,983.112,0.449176,2.253364,0.00011759,14972.52,Al/St 240/40 2-bundle 220.0
way/144787749-400,way/181664117-400,400,3574.953,0.615814,5.049678,0.00035597,41054.29,Al/St 240/40 4-bundle 380.0
way/43797051-220,ES348-220,220,983.112,0.113657,0.57018,2.98e-05,3788.57,Al/St 240/40 2-bundle 220.0
way/181664117-220,ES346-220,220,983.112,0.438482,2.19972,0.00011479,14616.08,Al/St 240/40 2-bundle 220.0
way/181664117-220,way/170424447-220,220,983.112,0.947517,4.753377,0.00024806,31583.9,Al/St 240/40 2-bundle 220.0
ES355-220,way/144787749-220,220,983.112,0.394763,1.980393,0.00010335,13158.76,Al/St 240/40 2-bundle 220.0
ES349-220,ES355-220,220,491.556,0.204719,1.027009,1.34e-05,3411.99,Al/St 240/40 2-bundle 220.0
ES355-220,ES357-220,220,491.556,0.503717,2.526982,3.3e-05,8395.29,Al/St 240/40 2-bundle 220.0
way/144799209-220,way/1316855580-220,220,983.112,0.14098,0.707251,3.69e-05,4699.34,Al/St 240/40 2-bundle 220.0
ES351-220,ES352-220,220,983.112,0.070597,0.354163,1.85e-05,2353.24,Al/St 240/40 2-bundle 220.0
way/144787749-220,way/913515391-220,220,983.112,0.047226,0.236916,1.24e-05,1574.19,Al/St 240/40 2-bundle 220.0
way/144787749-220,ES351-220,220,983.112,0.172481,0.865279,4.52e-05,5749.36,Al/St 240/40 2-bundle 220.0
ES352-220,way/144812118-220,220,1474.668,0.080529,0.403986,4.74e-05,4026.44,Al/St 240/40 2-bundle 220.0
ES353-220,way/913515391-220,220,983.112,0.110275,0.553211,2.89e-05,3675.82,Al/St 240/40 2-bundle 220.0
way/144812118-220,way/144812135-220,220,491.556,0.455568,2.285433,2.98e-05,7592.8,Al/St 240/40 2-bundle 220.0
ES353-220,ES352-220,220,491.556,0.096386,0.483538,6.31e-06,1606.44,Al/St 240/40 2-bundle 220.0
way/144813618-220,ES357-220,220,491.556,0.709863,3.561146,4.65e-05,11831.05,Al/St 240/40 2-bundle 220.0
way/144813618-220,way/151490968-220,220,491.556,0.720808,3.616051,4.72e-05,12013.46,Al/St 240/40 2-bundle 220.0
way/151490968-220,way/181664117-220,220,491.556,2.082876,10.449095,0.00013632,34714.6,Al/St 240/40 2-bundle 220.0
way/151490968-220,ES354-220,220,491.556,4.93037,24.734025,0.00032269,82172.84,Al/St 240/40 2-bundle 220.0
way/144827711-220,ES350-220,220,491.556,3.617224,18.146408,0.00023675,60287.07,Al/St 240/40 2-bundle 220.0
ES347-220,way/170424447-220,220,491.556,1.406477,7.055825,9.21e-05,23441.28,Al/St 240/40 2-bundle 220.0
way/144827711-220,ES347-220,220,491.556,0.527618,2.646883,3.45e-05,8793.63,Al/St 240/40 2-bundle 220.0
ES347-220,way/151490968-220,220,491.556,0.694831,3.485737,4.55e-05,11580.52,Al/St 240/40 2-bundle 220.0
way/151490968-220,way/457010443-220,220,491.556,0.318164,1.596125,2.08e-05,5302.74,Al/St 240/40 2-bundle 220.0
ES342-220,way/457010443-220,220,491.556,1.906355,9.563547,0.00012477,31772.58,Al/St 240/40 2-bundle 220.0
way/144812118-220,ES374-220,220,491.556,4.116192,20.649563,0.0002694,68603.2,Al/St 240/40 2-bundle 220.0
way/129441519-400,way/144915438-400,400,3574.953,0.763564,6.261226,0.00044138,50904.28,Al/St 240/40 4-bundle 380.0
way/144909709-400,way/772400244-400,400,3574.953,0.661857,5.42723,0.00038259,44123.82,Al/St 240/40 4-bundle 380.0
way/772400244-400,ES362-400,400,3574.953,0.829653,6.803153,0.00047958,55310.19,Al/St 240/40 4-bundle 380.0
ES362-400,ES361-400,400,3574.953,0.031925,0.261783,1.85e-05,2128.32,Al/St 240/40 4-bundle 380.0
way/144909722-400,ES362-400,400,3574.953,0.019183,0.1573,1.11e-05,1278.86,Al/St 240/40 4-bundle 380.0
ES362-400,way/144909722-400,400,1787.476,0.039776,0.326162,5.75e-06,1325.86,Al/St 240/40 4-bundle 380.0
way/144909722-400,way/772400244-400,400,1787.476,1.683074,13.801203,0.00024323,56102.45,Al/St 240/40 4-bundle 380.0
way/772400244-400,way/144909723-400,400,1787.476,2.348443,19.257232,0.00033938,78281.43,Al/St 240/40 4-bundle 380.0
way/144915438-400,ES330-400,400,1787.476,1.293563,10.60722,0.00018694,43118.78,Al/St 240/40 4-bundle 380.0
ES330-400,way/171251565-400,400,1787.476,0.645238,5.290956,9.33e-05,21507.95,Al/St 240/40 4-bundle 380.0
way/144909723-400,way/144915428-400,400,1787.476,0.304953,2.500615,4.41e-05,10165.1,Al/St 240/40 4-bundle 380.0
way/129441519-220,ES340-220,220,491.556,1.613661,8.095199,0.00010561,26894.35,Al/St 240/40 2-bundle 220.0
ES340-220,ES344-220,220,491.556,1.060354,5.319444,6.94e-05,17672.57,Al/St 240/40 2-bundle 220.0
way/144915428-400,way/144915438-400,400,1787.476,0.054881,0.450023,7.93e-06,1829.36,Al/St 240/40 4-bundle 380.0
way/144922719-220,way/128873801-220,220,491.556,0.856386,4.296203,5.61e-05,14273.1,Al/St 240/40 2-bundle 220.0
way/128873801-220,ES344-220,220,491.556,0.898568,4.507815,5.88e-05,14976.13,Al/St 240/40 2-bundle 220.0
ES332-220,way/144926472-220,220,491.556,0.651541,3.268562,4.26e-05,10859.01,Al/St 240/40 2-bundle 220.0
way/144922719-220,ES332-220,220,491.556,0.337789,1.694576,2.21e-05,5629.82,Al/St 240/40 2-bundle 220.0
ES332-220,way/144926486-220,220,983.112,0.06115,0.306772,1.6e-05,2038.35,Al/St 240/40 2-bundle 220.0
way/144931782-400,ES315-400,400,1787.476,1.306644,10.714483,0.00018883,43554.81,Al/St 240/40 4-bundle 380.0
way/144931782-400,ES302-400,400,1787.476,0.599048,4.912194,8.66e-05,19968.27,Al/St 240/40 4-bundle 380.0
way/1277630152-400,way/145171008-400,400,1787.476,1.415366,11.606002,0.00020454,47178.87,Al/St 240/40 4-bundle 380.0
way/144940509-400,way/144933376-400,400,3574.953,0.030509,0.250177,1.76e-05,2033.96,Al/St 240/40 4-bundle 380.0
way/144941889-400,way/144942113-400,400,3574.953,0.543575,4.457313,0.00031422,36238.32,Al/St 240/40 4-bundle 380.0
way/1277630152-400,way/144941889-400,400,3574.953,1.12356,9.213193,0.00064948,74904.01,Al/St 240/40 4-bundle 380.0
way/144942113-400,way/675714143-400,400,3574.953,0.55179,4.524677,0.00031896,36785.99,Al/St 240/40 4-bundle 380.0
way/675714143-400,way/171251565-400,400,3574.953,0.83432,6.841426,0.00048228,55621.35,Al/St 240/40 4-bundle 380.0
way/921541546-400,way/265408693-400,400,3574.953,0.038853,0.318593,2.25e-05,2590.19,Al/St 240/40 4-bundle 380.0
way/171274139-220,ES324-220,220,491.556,0.177593,0.890927,1.16e-05,2959.89,Al/St 240/40 2-bundle 220.0
ES279-400,way/33771314-400,400,3574.953,0.05075,0.41615,2.93e-05,3383.33,Al/St 240/40 4-bundle 380.0
ES279-400,ES292-400,400,1787.476,0.517828,4.246186,7.48e-05,17260.92,Al/St 240/40 4-bundle 380.0
ES193-220,way/145302700-220,220,491.556,0.275116,1.380166,1.8e-05,4585.27,Al/St 240/40 2-bundle 220.0
ES199-220,ES193-220,220,491.556,2.786017,13.97652,0.00018234,46433.62,Al/St 240/40 2-bundle 220.0
way/145302700-400,way/127787669-400,400,3574.953,1.107393,9.08062,0.00064013,73826.18,Al/St 240/40 4-bundle 380.0
way/140011919-400,way/145302700-400,400,3574.953,0.562622,4.613501,0.00032523,37508.14,Al/St 240/40 4-bundle 380.0
way/145302702-220,ES193-220,220,983.112,0.308013,1.545199,8.06e-05,10267.1,Al/St 240/40 2-bundle 220.0
way/169523046-400,ES170-400,400,3574.953,0.022748,0.186534,1.32e-05,1516.54,Al/St 240/40 4-bundle 380.0
way/127787669-400,way/1100866837-400,400,1787.476,0.064111,0.525709,9.26e-06,2137.03,Al/St 240/40 4-bundle 380.0
way/1100866837-400,way/169867119-400,400,1787.476,0.198324,1.626259,2.87e-05,6610.81,Al/St 240/40 4-bundle 380.0
