bus0,bus1,voltage,s_nom,r,x,b,length,type
way/170671537-220,way/170779407-220,220,491.556,3.630962,18.215325,0.00023765,60516.03,Al/St 240/40 2-bundle 220.0
ES368-220,way/170968150-220,220,491.556,0.554722,2.782856,3.63e-05,9245.37,Al/St 240/40 2-bundle 220.0
way/171277174-220,way/171274139-220,220,491.556,0.289028,1.449956,1.89e-05,4817.13,Al/St 240/40 2-bundle 220.0
way/171274139-220,way/445989313-220,220,983.112,0.502192,2.519328,0.00013147,16739.72,Al/St 240/40 2-bundle 220.0
ES174-220,way/463726606-220,220,983.112,0.22669,1.137226,5.94e-05,7556.32,Al/St 240/40 2-bundle 220.0
way/165580300-220,relation/16809528-220,220,983.112,0.339363,1.702471,8.89e-05,11312.1,Al/St 240/40 2-bundle 220.0
way/165580300-220,way/76353093-220,220,983.112,0.251239,1.26038,6.58e-05,8374.62,Al/St 240/40 2-bundle 220.0
way/1262722032-400,way/1262731213-400,400,1787.476,0.327294,2.683813,4.73e-05,10909.81,Al/St 240/40 4-bundle 380.0
way/1262722032-220,way/1262731213-220,220,491.556,0.656338,3.292627,4.3e-05,10938.96,Al/St 240/40 2-bundle 220.0
way/181917947-220,way/181906370-220,220,491.556,2.154044,10.80612,0.00014098,35900.73,Al/St 240/40 2-bundle 220.0
way/103190094-220,ES69-220,220,983.112,0.177417,0.89004,4.65e-05,5913.89,Al/St 240/40 2-bundle 220.0
way/220890042-220,ES67-220,220,491.556,1.123478,5.636114,7.35e-05,18724.63,Al/St 240/40 2-bundle 220.0
ES64-220,way/144297438-220,220,491.556,0.873042,4.379761,5.71e-05,14550.7,Al/St 240/40 2-bundle 220.0
way/190098039-220,ES6-220,220,491.556,1.465756,7.353207,9.59e-05,24429.26,Al/St 240/40 2-bundle 220.0
way/27937443-220,way/677413570-220,220,983.112,0.426069,2.137446,0.00011154,14202.3,Al/St 240/40 2-bundle 220.0
way/118057369-400,way/51822825-400,400,1787.476,2.46613,20.222268,0.00035639,82204.34,Al/St 240/40 4-bundle 380.0
ES7-220,way/291666290-220,220,491.556,6.899752,34.613757,0.00045159,114995.87,Al/St 240/40 2-bundle 220.0
way/104370242-220,way/108312093-220,220,491.556,1.74478,8.752981,0.0001142,29079.67,Al/St 240/40 2-bundle 220.0
way/58928252-400,ES125-400,400,1787.476,4.030087,33.046715,0.0005824,134336.24,Al/St 240/40 4-bundle 380.0
way/118057369-400,way/189577215-400,400,1787.476,2.049878,16.809,0.00029623,68329.27,Al/St 240/40 4-bundle 380.0
way/104730022-220,ES99-220,220,491.556,0.976045,4.89649,6.39e-05,16267.41,Al/St 240/40 2-bundle 220.0
way/1242272378-220,way/118057369-220,220,491.556,1.390573,6.976042,9.1e-05,23176.22,Al/St 240/40 2-bundle 220.0
ES105-220,ES110-220,220,491.556,0.504122,2.529011,3.3e-05,8402.03,Al/St 240/40 2-bundle 220.0
way/60354466-220,ES109-220,220,491.556,0.809363,4.060303,5.3e-05,13489.38,Al/St 240/40 2-bundle 220.0
way/115680075-220,ES58-220,220,491.556,1.368771,6.866668,8.96e-05,22812.85,Al/St 240/40 2-bundle 220.0
way/196215046-400,ES5-400,400,1787.476,0.301016,2.46833,4.35e-05,10033.86,Al/St 240/40 4-bundle 380.0
way/196215046-400,ES5-400,400,1787.476,0.286397,2.348459,4.14e-05,9546.58,Al/St 240/40 4-bundle 380.0
way/115680075-220,way/196483351-220,220,491.556,2.023493,10.151192,0.00013244,33724.89,Al/St 240/40 2-bundle 220.0
ES87-220,way/88760627-220,220,491.556,1.276612,6.404335,8.36e-05,21276.86,Al/St 240/40 2-bundle 220.0
way/399055749-220,ES161-220,220,983.112,1.44587,7.25345,0.00037853,48195.68,Al/St 240/40 2-bundle 220.0
ES214-220,way/27668869-220,220,491.556,1.291997,6.48152,8.46e-05,21533.29,Al/St 240/40 2-bundle 220.0
way/217745445-400,way/189184531-400,400,3574.953,0.407168,3.338776,0.00023536,27144.52,Al/St 240/40 4-bundle 380.0
way/28308003-220,way/1252105002-220,220,491.556,1.151448,5.776431,7.54e-05,19190.8,Al/St 240/40 2-bundle 220.0
ES229-220,way/30643892-220,220,983.112,0.605534,3.03776,0.00015853,20184.45,Al/St 240/40 2-bundle 220.0
ES234-220,way/28526748-220,220,983.112,0.063014,0.316118,1.65e-05,2100.45,Al/St 240/40 2-bundle 220.0
way/325432908-220,way/28683005-220,220,983.112,0.264464,1.326728,6.92e-05,8815.47,Al/St 240/40 2-bundle 220.0
way/169769013-220,way/1257151190-220,220,491.556,0.342698,1.719201,2.24e-05,5711.63,Al/St 240/40 2-bundle 220.0
way/158620489-220,way/586348408-220,220,983.112,0.27488,1.378982,7.2e-05,9162.67,Al/St 240/40 2-bundle 220.0
ES30-400,ES54-400,400,1787.476,1.556494,12.763255,0.00022493,51883.15,Al/St 240/40 4-bundle 380.0
way/683892938-400,way/340399370-400,400,3574.953,0.310029,2.542234,0.00017921,20668.57,Al/St 240/40 4-bundle 380.0
way/27949649-220,ES237-220,220,983.112,0.321682,1.613769,8.42e-05,10722.72,Al/St 240/40 2-bundle 220.0
way/677413570-220,way/28491137-220,220,491.556,1.913578,9.599784,0.00012524,31892.97,Al/St 240/40 2-bundle 220.0
way/28526748-220,ES231-220,220,983.112,0.165163,0.828569,4.32e-05,5505.44,Al/St 240/40 2-bundle 220.0
ES231-220,way/27937443-220,220,983.112,0.249626,1.252291,6.54e-05,8320.87,Al/St 240/40 2-bundle 220.0
ES218-220,ES214-220,220,491.556,0.398953,2.001415,2.61e-05,6649.22,Al/St 240/40 2-bundle 220.0
way/1262731213-220,way/1262722037-220,220,983.112,0.281035,1.40986,7.36e-05,9367.84,Al/St 240/40 2-bundle 220.0
way/46922274-220,way/377631631-220,220,491.556,0.110372,0.553699,7.22e-06,1839.53,Al/St 240/40 2-bundle 220.0
way/445989313-220,ES323-220,220,983.112,0.267302,1.340967,7e-05,8910.08,Al/St 240/40 2-bundle 220.0
way/28308003-220,way/274593968-220,220,983.112,0.313037,1.570404,8.2e-05,10434.58,Al/St 240/40 2-bundle 220.0
ES213-220,ES215-220,220,491.556,0.064705,0.324601,4.23e-06,1078.41,Al/St 240/40 2-bundle 220.0
way/581521534-220,way/129441519-220,220,983.112,0.239293,1.200451,6.27e-05,7976.42,Al/St 240/40 2-bundle 220.0
ES278-220,way/789683722-220,220,491.556,0.664556,3.333855,4.35e-05,11075.93,Al/St 240/40 2-bundle 220.0
ES274-220,way/127528728-220,220,491.556,1.0022,5.027702,6.56e-05,16703.33,Al/St 240/40 2-bundle 220.0
way/48467553-220,way/108259909-220,220,491.556,1.500321,7.52661,9.82e-05,25005.35,Al/St 240/40 2-bundle 220.0
ES126-400,way/143207685-400,400,1787.476,1.814254,14.87688,0.00026218,60475.12,Al/St 240/40 4-bundle 380.0
way/103158873-220,ES98-220,220,491.556,0.39664,1.989812,2.6e-05,6610.67,Al/St 240/40 2-bundle 220.0
way/104730022-220,ES98-220,220,491.556,0.13862,0.695412,9.07e-06,2310.34,Al/St 240/40 2-bundle 220.0
way/144942113-400,way/144931782-400,400,1787.476,2.239564,18.364422,0.00032365,74652.12,Al/St 240/40 4-bundle 380.0
ES200-400,ES164-400,400,3574.953,1.518787,12.454054,0.00087794,101252.47,Al/St 240/40 4-bundle 380.0
way/144327151-220,way/74384031-220,220,491.556,6.145898,30.831924,0.00040225,102431.64,Al/St 240/40 2-bundle 220.0
way/145466007-220,way/576439241-220,220,983.112,0.354507,1.778442,9.28e-05,11816.89,Al/St 240/40 2-bundle 220.0
way/576439241-400,way/222895334-400,400,3574.953,1.719915,14.103303,0.0009942,114661.0,Al/St 240/40 4-bundle 380.0
ES134-400,way/58928252-400,400,3574.953,2.279198,18.689426,0.0013175,151946.55,Al/St 240/40 4-bundle 380.0
way/74384031-220,ES147-220,220,491.556,1.380226,6.924135,9.03e-05,23003.77,Al/St 240/40 2-bundle 220.0
ES280-400,ES279-400,400,1787.476,1.521398,12.47546,0.00021986,50713.25,Al/St 240/40 4-bundle 380.0
way/190098039-220,ES6-220,220,491.556,1.450501,7.276678,9.49e-05,24175.01,Al/St 240/40 2-bundle 220.0
way/666476490-220,way/1262722032-220,220,983.112,0.136443,0.684488,3.57e-05,4548.09,Al/St 240/40 2-bundle 220.0
ES155-220,way/71796402-220,220,491.556,0.513607,2.576593,3.36e-05,8560.11,Al/St 240/40 2-bundle 220.0
ES40-400,way/189184555-400,400,1787.476,0.396442,3.250826,5.73e-05,13214.74,Al/St 240/40 4-bundle 380.0
way/772002801-400,way/129441519-400,400,1787.476,0.631384,5.17735,9.12e-05,21046.14,Al/St 240/40 4-bundle 380.0
ES274-220,ES273-220,220,491.556,0.171202,0.858864,1.12e-05,2853.37,Al/St 240/40 2-bundle 220.0
way/169729505-220,way/683892938-220,220,983.112,0.64331,3.227274,0.00016842,21443.68,Al/St 240/40 2-bundle 220.0
way/169729505-400,way/683892938-400,400,3574.953,0.321646,2.637498,0.00018593,21443.07,Al/St 240/40 4-bundle 380.0
way/169729505-400,ES133-400,400,3574.953,0.465368,3.81602,0.00026901,31024.55,Al/St 240/40 4-bundle 380.0
way/144327157-400,ES128-400,400,1787.476,4.815784,39.489433,0.00069594,160526.15,Al/St 240/40 4-bundle 380.0
ES84-220,ES82-220,220,491.556,0.605373,3.036955,3.96e-05,10089.55,Al/St 240/40 2-bundle 220.0
way/170511092-220,ES158-220,220,983.112,0.173021,0.867991,4.53e-05,5767.38,Al/St 240/40 2-bundle 220.0
way/60063660-400,way/202891403-400,400,1787.476,2.179202,17.86946,0.00031492,72640.08,Al/St 240/40 4-bundle 380.0
ES285-220,ES284-220,220,983.112,0.048887,0.245252,1.28e-05,1629.58,Al/St 240/40 2-bundle 220.0
ES36-220,ES34-220,220,491.556,0.180157,0.903786,1.18e-05,3002.61,Al/St 240/40 2-bundle 220.0
way/85817084-400,way/28308003-400,400,1787.476,6.077426,49.834896,0.00087827,202580.88,Al/St 240/40 4-bundle 380.0
way/144926472-220,way/1169740285-220,220,983.112,0.387387,1.943391,0.00010142,12912.9,Al/St 240/40 2-bundle 220.0
way/74384031-220,ES81-220,220,491.556,9.723827,48.781201,0.00063642,162063.79,Al/St 240/40 2-bundle 220.0
way/115680075-400,way/85817084-400,400,1787.476,6.178366,50.6626,0.00089286,205945.53,Al/St 240/40 4-bundle 380.0
way/28308003-220,ES209-220,220,491.556,0.211059,1.058813,1.38e-05,3517.65,Al/St 240/40 2-bundle 220.0
way/144767096-400,relation/17148268-400,400,1787.476,5.386592,44.170053,0.00077843,179553.06,Al/St 240/40 4-bundle 380.0
way/69311230-220,ES81-220,220,491.556,1.472264,7.385857,9.64e-05,24537.73,Al/St 240/40 2-bundle 220.0
way/58928252-400,ES78-400,400,3574.953,0.065636,0.538212,3.79e-05,4375.71,Al/St 240/40 4-bundle 380.0
way/701397734-400,way/170511092-400,400,1787.476,4.451179,36.499667,0.00064325,148372.63,Al/St 240/40 4-bundle 380.0
way/701397734-220,ES129-220,220,491.556,1.485839,7.453958,9.73e-05,24763.98,Al/St 240/40 2-bundle 220.0
ES129-220,way/170511092-220,220,491.556,7.417265,37.209948,0.00048546,123621.09,Al/St 240/40 2-bundle 220.0
way/191485195-220,way/74384031-220,220,491.556,10.589519,53.124089,0.00069308,176491.99,Al/St 240/40 2-bundle 220.0
way/986410926-400,ES205-400,400,3574.953,0.073995,0.606758,4.28e-05,4932.99,Al/St 240/40 4-bundle 380.0
ES265-220,ES266-220,220,491.556,1.510505,7.577699,9.89e-05,25175.08,Al/St 240/40 2-bundle 220.0
ES266-220,way/91441017-220,220,491.556,0.213661,1.071867,1.4e-05,3561.02,Al/St 240/40 2-bundle 220.0
relation/17148268-400,way/28683005-400,400,1787.476,5.054019,41.442953,0.00073037,168467.29,Al/St 240/40 4-bundle 380.0
relation/17148268-400,way/28683005-400,400,1787.476,5.054019,41.442953,0.00073037,168467.29,Al/St 240/40 4-bundle 380.0
relation/17148268-220,ES269-220,220,491.556,0.155004,0.777603,1.01e-05,2583.4,Al/St 240/40 2-bundle 220.0
ES269-220,way/91441017-220,220,491.556,0.180557,0.905796,1.18e-05,3009.29,Al/St 240/40 2-bundle 220.0
way/134884956-400,way/47911346-400,400,1787.476,0.655683,5.376598,9.48e-05,21856.09,Al/St 240/40 4-bundle 380.0
relation/15715982-400,way/134884956-400,400,1787.476,0.214147,1.756007,3.1e-05,7138.24,Al/St 240/40 4-bundle 380.0
way/170424455-400,way/170424447-400,400,1787.476,2.942729,24.130376,0.00042526,98090.96,Al/St 240/40 4-bundle 380.0
way/170424455-400,way/170424447-400,400,1787.476,2.942729,24.130376,0.00042526,98090.96,Al/St 240/40 4-bundle 380.0
way/338683860-220,way/170424455-220,220,491.556,0.159772,0.801524,1.05e-05,2662.87,Al/St 240/40 2-bundle 220.0
way/170433606-220,ES354-220,220,491.556,0.441785,2.216287,2.89e-05,7363.08,Al/St 240/40 2-bundle 220.0
ES354-220,ES350-220,220,491.556,0.138342,0.694016,9.05e-06,2305.7,Al/St 240/40 2-bundle 220.0
ES350-220,way/170433597-220,220,491.556,0.097153,0.487382,6.36e-06,1619.21,Al/St 240/40 2-bundle 220.0
ES89-220,way/194101137-220,220,491.556,1.708633,8.571643,0.00011183,28477.22,Al/St 240/40 2-bundle 220.0
way/48304858-220,ES89-220,220,491.556,0.518017,2.59872,3.39e-05,8633.62,Al/St 240/40 2-bundle 220.0
way/118057369-220,way/47842260-220,220,491.556,2.996515,15.032518,0.00019612,49941.92,Al/St 240/40 2-bundle 220.0
way/47842260-220,way/48304858-220,220,491.556,3.600473,18.062372,0.00023565,60007.88,Al/St 240/40 2-bundle 220.0
way/118057369-220,way/48304858-220,220,491.556,6.55672,32.892877,0.00042914,109278.66,Al/St 240/40 2-bundle 220.0
way/187645709-400,way/626886449-400,400,1787.476,1.516414,12.434594,0.00021914,50547.13,Al/St 240/40 4-bundle 380.0
way/626886449-400,ES77-400,400,1787.476,2.832249,23.224444,0.0004093,94408.31,Al/St 240/40 4-bundle 380.0
ES77-400,ES78-400,400,1787.476,0.055993,0.459142,8.09e-06,1866.43,Al/St 240/40 4-bundle 380.0
ES78-400,way/191485195-400,400,1787.476,0.087313,0.715966,1.26e-05,2910.43,Al/St 240/40 4-bundle 380.0
way/103511952-400,way/191485195-400,400,1787.476,0.174453,1.430512,2.52e-05,5815.09,Al/St 240/40 4-bundle 380.0
way/191485195-400,ES73-400,400,1787.476,0.064495,0.528856,9.32e-06,2149.82,Al/St 240/40 4-bundle 380.0
ES73-400,way/52516392-400,400,1787.476,1.259163,10.325137,0.00018197,41972.1,Al/St 240/40 4-bundle 380.0
way/34585227-400,ES257-400,400,1787.476,0.266827,2.187978,3.86e-05,8894.22,Al/St 240/40 4-bundle 380.0
ES257-400,way/34585227-400,400,1787.476,0.266827,2.187978,3.86e-05,8894.22,Al/St 240/40 4-bundle 380.0
way/34585227-220,way/127605081-220,220,491.556,0.296404,1.486961,1.94e-05,4940.07,Al/St 240/40 2-bundle 220.0
way/34585227-400,ES257-400,400,1787.476,0.271047,2.222588,3.92e-05,9034.91,Al/St 240/40 4-bundle 380.0
way/34585227-400,ES257-400,400,1787.476,0.271047,2.222588,3.92e-05,9034.91,Al/St 240/40 4-bundle 380.0
way/127605081-220,way/39827901-220,220,491.556,0.99255,4.979292,6.5e-05,16542.5,Al/St 240/40 2-bundle 220.0
way/126881765-400,way/34585227-400,400,1787.476,2.32099,19.032117,0.00033541,77366.33,Al/St 240/40 4-bundle 380.0
way/127787669-400,ES190-400,400,1787.476,0.131062,1.074713,1.89e-05,4368.75,Al/St 240/40 4-bundle 380.0
ES190-400,way/126881765-400,400,1787.476,2.079176,17.049246,0.00030047,69305.88,Al/St 240/40 4-bundle 380.0
way/127528769-220,way/127528728-220,220,491.556,1.386352,6.954867,9.07e-05,23105.87,Al/St 240/40 2-bundle 220.0
way/34585227-220,ES255-220,220,491.556,0.421096,2.112499,2.76e-05,7018.27,Al/St 240/40 2-bundle 220.0
ES255-220,way/39827901-220,220,491.556,0.085628,0.429566,5.6e-06,1427.13,Al/St 240/40 2-bundle 220.0
way/127528728-220,ES263-220,220,491.556,0.827572,4.151651,5.42e-05,13792.86,Al/St 240/40 2-bundle 220.0
ES263-220,way/34585227-220,220,491.556,0.751855,3.771804,4.92e-05,12530.91,Al/St 240/40 2-bundle 220.0
way/127528769-220,way/127528728-220,220,491.556,1.386352,6.954867,9.07e-05,23105.87,Al/St 240/40 2-bundle 220.0
way/189184555-400,way/189184531-400,400,1787.476,1.521444,12.475843,0.00021987,50714.81,Al/St 240/40 4-bundle 380.0
way/189184555-400,way/189184531-400,400,1787.476,1.521444,12.475843,0.00021987,50714.81,Al/St 240/40 4-bundle 380.0
way/226886241-400,way/145171008-400,400,1787.476,4.432361,36.345363,0.00064054,147745.38,Al/St 240/40 4-bundle 380.0
way/27936937-400,way/226886241-400,400,1787.476,1.240534,10.172376,0.00017927,41351.12,Al/St 240/40 4-bundle 380.0
way/196207063-400,ES37-400,400,1787.476,0.083898,0.687966,1.21e-05,2796.61,Al/St 240/40 4-bundle 380.0
way/145461765-220,way/145478409-220,220,491.556,1.379423,6.920107,9.03e-05,22990.39,Al/St 240/40 2-bundle 220.0
way/75902880-400,ES360-400,400,1787.476,1.21235,9.941273,0.0001752,40411.68,Al/St 240/40 4-bundle 380.0
way/487381592-400,ES360-400,400,3574.953,0.018639,0.152841,1.08e-05,1242.61,Al/St 240/40 4-bundle 380.0
way/144327157-220,way/191095881-220,220,983.112,1.592438,7.988728,0.0004169,53081.25,Al/St 240/40 2-bundle 220.0
way/144327151-220,way/191095881-220,220,491.556,0.592199,2.970867,3.88e-05,9869.99,Al/St 240/40 2-bundle 220.0
way/144138410-220,way/170519401-220,220,491.556,4.685535,23.505767,0.00030667,78092.25,Al/St 240/40 2-bundle 220.0
way/170519401-220,way/191095881-220,220,491.556,1.296785,6.505537,8.49e-05,21613.08,Al/St 240/40 2-bundle 220.0
way/101953901-400,ES208-400,400,3574.953,0.02057,0.168674,1.19e-05,1371.33,Al/St 240/40 4-bundle 380.0
way/1020710695-220,way/1087534882-220,220,491.556,0.835144,4.189637,5.47e-05,13919.06,Al/St 240/40 2-bundle 220.0
way/1027078325-220,ES177-220,220,491.556,0.402947,2.021453,2.64e-05,6715.79,Al/St 240/40 2-bundle 220.0
way/1027086226-220,way/1027086227-220,220,491.556,0.610438,3.062362,4e-05,10173.96,Al/St 240/40 2-bundle 220.0
way/1027086227-220,way/1028926498-220,220,983.112,0.612722,3.073821,0.00016041,20424.06,Al/St 240/40 2-bundle 220.0
way/170140947-220,ES177-220,220,491.556,1.694024,8.498353,0.00011087,28233.73,Al/St 240/40 2-bundle 220.0
ES198-220,way/1028926498-220,220,983.112,0.274484,1.376997,7.19e-05,9149.48,Al/St 240/40 2-bundle 220.0
ES371-220,way/170968145-220,220,1474.668,0.029741,0.1492,1.75e-05,1487.04,Al/St 240/40 2-bundle 220.0
ES372-220,ES371-220,220,491.556,0.522038,2.618893,3.42e-05,8700.64,Al/St 240/40 2-bundle 220.0
way/222885175-220,way/191210664-220,220,491.556,0.5434,2.726055,3.56e-05,9056.66,Al/St 240/40 2-bundle 220.0
way/104020696-400,way/71796402-400,400,3574.953,0.172661,1.415819,9.98e-05,11510.72,Al/St 240/40 4-bundle 380.0
way/145302700-400,way/104020696-400,400,3574.953,2.252031,18.466653,0.00130179,150135.39,Al/St 240/40 4-bundle 380.0
way/169769013-220,way/104020696-220,220,983.112,0.286018,1.434856,7.49e-05,9533.93,Al/St 240/40 2-bundle 220.0
way/75606778-400,way/104020696-400,400,3574.953,0.622108,5.101287,0.00035961,41473.88,Al/St 240/40 4-bundle 380.0
way/170138196-220,ES137-220,220,491.556,0.748056,3.752748,4.9e-05,12467.6,Al/St 240/40 2-bundle 220.0
way/75606778-220,way/169882238-220,220,491.556,1.475347,7.401322,9.66e-05,24589.11,Al/St 240/40 2-bundle 220.0
way/1237353930-220,way/965351154-220,220,491.556,0.540877,2.713398,3.54e-05,9014.61,Al/St 240/40 2-bundle 220.0
ES72-220,way/1154224087-220,220,491.556,4.629817,23.226247,0.00030302,77163.61,Al/St 240/40 2-bundle 220.0
way/47367769-220,way/1090854835-220,220,983.112,0.761256,3.818966,0.0001993,25375.19,Al/St 240/40 2-bundle 220.0
ES136-220,way/144138407-220,220,491.556,1.897468,9.518962,0.00012419,31624.46,Al/St 240/40 2-bundle 220.0
way/109788663-220,ES72-220,220,983.112,0.104359,0.523532,2.73e-05,3478.62,Al/St 240/40 2-bundle 220.0
way/1257151190-220,ES165-220,220,491.556,0.2721,1.365035,1.78e-05,4535.0,Al/St 240/40 2-bundle 220.0
way/170946426-400,way/1042227719-400,400,3574.953,1.835219,15.048797,0.00106085,122347.94,Al/St 240/40 4-bundle 380.0
way/110506713-220,ES155-220,220,491.556,0.505586,2.536355,3.31e-05,8426.43,Al/St 240/40 2-bundle 220.0
way/103190094-220,way/49252090-220,220,491.556,2.19336,11.003356,0.00014356,36556.0,Al/St 240/40 2-bundle 220.0
ES370-220,ES367-220,220,491.556,0.156031,0.782754,1.02e-05,2600.51,Al/St 240/40 2-bundle 220.0
way/111584995-220,way/104020696-220,220,491.556,2.076146,10.415334,0.00013588,34602.44,Al/St 240/40 2-bundle 220.0
way/607764533-220,ES259-220,220,491.556,0.112255,0.563144,7.35e-06,1870.91,Al/St 240/40 2-bundle 220.0
way/1141933143-220,way/1141937282-220,220,983.112,0.250053,1.254433,6.55e-05,8335.1,Al/St 240/40 2-bundle 220.0
ES75-220,way/181621073-220,220,491.556,0.783541,3.930765,5.13e-05,13059.02,Al/St 240/40 2-bundle 220.0
ES214-220,way/24378549-220,220,491.556,0.424798,2.131068,2.78e-05,7079.96,Al/St 240/40 2-bundle 220.0
way/115680075-400,way/196202213-400,400,1787.476,1.067575,8.754114,0.00015428,35585.83,Al/St 240/40 4-bundle 380.0
way/145337070-220,way/115680075-220,220,983.112,0.184216,0.924148,4.82e-05,6140.52,Al/St 240/40 2-bundle 220.0
way/196202213-220,ES47-220,220,983.112,0.590932,2.964508,0.00015471,19697.73,Al/St 240/40 2-bundle 220.0
way/1165661175-220,ES314-220,220,983.112,0.212895,1.068023,5.57e-05,7096.5,Al/St 240/40 2-bundle 220.0
way/1167713589-220,ES194-220,220,983.112,0.039793,0.199626,1.04e-05,1326.42,Al/St 240/40 2-bundle 220.0
way/51188420-220,way/1168603539-220,220,491.556,1.169338,5.86618,7.65e-05,19488.97,Al/St 240/40 2-bundle 220.0
way/144767090-400,way/1172185252-400,400,1787.476,0.630721,5.171916,9.12e-05,21024.05,Al/St 240/40 4-bundle 380.0
ES295-220,way/593535391-220,220,491.556,0.485614,2.436162,3.18e-05,8093.56,Al/St 240/40 2-bundle 220.0
ES307-220,way/1175633701-220,220,983.112,0.055465,0.278252,1.45e-05,1848.85,Al/St 240/40 2-bundle 220.0
way/145466009-220,ES317-220,220,491.556,0.096613,0.484673,6.32e-06,1610.21,Al/St 240/40 2-bundle 220.0
way/81152317-400,way/47842260-400,400,1787.476,3.058874,25.082763,0.00044205,101962.45,Al/St 240/40 4-bundle 380.0
ES31-400,way/51822825-400,400,1787.476,0.702512,5.760597,0.00010152,23417.06,Al/St 240/40 4-bundle 380.0
way/118057369-400,way/47842260-400,400,1787.476,1.502547,12.320885,0.00021714,50084.9,Al/St 240/40 4-bundle 380.0
way/124121964-400,way/165580300-400,400,1787.476,0.624461,5.120581,9.02e-05,20815.37,Al/St 240/40 4-bundle 380.0
ES197-400,ES185-400,400,1787.476,2.41448,19.798734,0.00034892,80482.66,Al/St 240/40 4-bundle 380.0
way/1183902141-220,way/651711449-220,220,491.556,0.302824,1.519165,1.98e-05,5047.06,Al/St 240/40 2-bundle 220.0
way/28308003-220,ES211-220,220,1474.668,0.037268,0.186961,2.2e-05,1863.4,Al/St 240/40 2-bundle 220.0
way/97937366-220,way/340101878-220,220,491.556,0.920814,4.619417,6.03e-05,15346.9,Al/St 240/40 2-bundle 220.0
way/118057369-400,ES66-400,400,1787.476,0.034704,0.28457,5.02e-06,1156.79,Al/St 240/40 4-bundle 380.0
ES367-220,ES369-220,220,491.556,0.435284,2.183674,2.85e-05,7254.73,Al/St 240/40 2-bundle 220.0
ES369-220,ES373-220,220,491.556,0.344865,1.730073,2.26e-05,5747.75,Al/St 240/40 2-bundle 220.0
way/170968150-220,ES370-220,220,1474.668,0.042766,0.214541,2.52e-05,2138.28,Al/St 240/40 2-bundle 220.0
way/586348408-220,way/124121964-220,220,983.112,0.605401,3.037095,0.00015849,20180.03,Al/St 240/40 2-bundle 220.0
way/47842260-400,relation/17444204-400,400,1787.476,1.226757,10.05941,0.00017728,40891.91,Al/St 240/40 4-bundle 380.0
way/495050398-220,way/420403750-220,220,491.556,0.94975,4.764577,6.22e-05,15829.16,Al/St 240/40 2-bundle 220.0
way/683693772-400,ES201-400,400,3574.953,0.383574,3.145307,0.00022173,25571.6,Al/St 240/40 4-bundle 380.0
ES378-220,ES382-220,220,491.556,4.830721,24.234118,0.00031617,80512.02,Al/St 240/40 2-bundle 220.0
way/593535391-220,ES300-220,220,491.556,0.098563,0.494456,6.45e-06,1642.71,Al/St 240/40 2-bundle 220.0
way/1194027525-220,way/56379810-220,220,491.556,0.803563,4.031209,5.26e-05,13392.72,Al/St 240/40 2-bundle 220.0
ES309-220,way/170779408-220,220,491.556,0.272355,1.366314,1.78e-05,4539.25,Al/St 240/40 2-bundle 220.0
way/965918883-220,ES198-220,220,491.556,0.458747,2.301383,3e-05,7645.79,Al/St 240/40 2-bundle 220.0
way/46172375-220,way/1254646680-220,220,983.112,0.358429,1.798117,9.38e-05,11947.62,Al/St 240/40 2-bundle 220.0
way/118641117-220,way/194360413-220,220,491.556,0.501334,2.515027,3.28e-05,8355.57,Al/St 240/40 2-bundle 220.0
way/144116982-220,way/85817084-220,220,491.556,1.734935,8.703593,0.00011355,28915.59,Al/St 240/40 2-bundle 220.0
ES169-220,way/124121964-220,220,983.112,0.496483,2.490692,0.00012998,16549.45,Al/St 240/40 2-bundle 220.0
ES30-400,way/190058570-400,400,3574.953,0.026763,0.219453,1.55e-05,1784.17,Al/St 240/40 4-bundle 380.0
way/1245361619-220,way/1175633701-220,220,491.556,1.162962,5.834193,7.61e-05,19382.7,Al/St 240/40 2-bundle 220.0
way/222901014-220,way/1175485497-220,220,491.556,1.281339,6.428051,8.39e-05,21355.65,Al/St 240/40 2-bundle 220.0
relation/17148268-400,way/1032009205-400,400,1787.476,0.927964,7.609302,0.0001341,30932.12,Al/St 240/40 4-bundle 380.0
way/989699715-400,way/1246115410-400,400,1787.476,0.709931,5.821433,0.00010259,23664.36,Al/St 240/40 4-bundle 380.0
way/788716327-400,way/144767096-400,400,1787.476,0.372765,3.056675,5.39e-05,12425.51,Al/St 240/40 4-bundle 380.0
way/1246916016-400,way/144767096-400,400,1787.476,0.155932,1.278644,2.25e-05,5197.74,Al/St 240/40 4-bundle 380.0
ES241-220,ES242-220,220,491.556,0.094976,0.476462,6.22e-06,1582.93,Al/St 240/40 2-bundle 220.0
way/51188420-220,way/990136230-220,220,983.112,1.517111,7.610841,0.00039718,50570.37,Al/St 240/40 2-bundle 220.0
way/506058990-220,ES192-220,220,983.112,0.087791,0.440417,2.3e-05,2926.36,Al/St 240/40 2-bundle 220.0
way/103158873-400,ES103-400,400,3574.953,0.127869,1.048523,7.39e-05,8524.58,Al/St 240/40 4-bundle 380.0
way/104370242-400,way/1218840771-400,400,3574.953,0.74703,6.125642,0.00043182,49801.97,Al/St 240/40 4-bundle 380.0
ES96-220,ES93-220,220,983.112,0.071944,0.36092,1.88e-05,2398.14,Al/St 240/40 2-bundle 220.0
