bus0,bus1,voltage,s_nom,length,type,geometry
way/384575278-220,DZ24-220,220.0,491.5560191880474,18297.53,Al/St 240/40 2-bundle 220.0,"LINESTRING (3.1406522457512875 36.597208624948436, 3.1484124046236674 36.60203217669672, 3.1498927 36.6028446, 3.1532033 36.6046253, 3.155712 36.6059746, 3.1587955 36.607633, 3.1611155 36.6088808, 3.1644616 36.6106804, 3.167922 36.6125326, 3.1709632 36.6141679, 3.1740339 36.6158357, 3.1765405 36.6171704, 3.1800209 36.6190219, 3.1831765 36.6207222, 3.1866042 36.6226221, 3.1898638 36.6243747, 3.1925394 36.6258063, 3.1958839 36.6267322, 3.1999151 36.6278428, 3.2029659 36.6291493, 3.2062587 36.6293614, 3.2101104 36.6304291, 3.2163975 36.6320735, 3.2203779 36.6331067, 3.2241008 36.6340968, 3.2279524 36.6351213, 3.2318355 36.6362299, 3.23573 36.6371856, 3.2396139 36.6382531, 3.247285 36.6402504, 3.2513695 36.641331, 3.2549454 36.6422648, 3.2588077 36.6432892, 3.2618762 36.6440553, 3.2655025 36.6450625, 3.2693649 36.6460955, 3.2729054 36.6469907, 3.2768858 36.6480323, 3.2807697 36.6491083, 3.2848252 36.6501154, 3.2891811 36.6513205, 3.293419 36.6524222, 3.2971848 36.6533949, 3.3008326 36.6543761, 3.3045314 36.6553859, 3.3086108 36.6564336, 3.3128682 36.6575579, 3.3169458 36.6586346, 3.3207822 36.6596694, 3.3213616453474075 36.659820514598366, 3.326651800000009 36.66121348298346)"
way/107574175-220,DZ2-220,220.0,983.1120383760948,36202.48,Al/St 240/40 2-bundle 220.0,"LINESTRING (3.3846225412538242 36.727049418938726, 3.3871658347423135 36.73234591119161, 3.3881798 36.7334861, 3.3903432 36.7357289, 3.3922772 36.7377954, 3.3942501 36.7398916, 3.3948895 36.7426531, 3.3955173 36.745553, 3.3998032 36.7469138, 3.4041955 36.7483063, 3.4084697 36.7478348, 3.4125933 36.7473368, 3.4161266 36.7469706, 3.4206005 36.7464484, 3.4242779 36.7460365, 3.4285063 36.7455412, 3.432565 36.7450974, 3.4365264 36.7446362, 3.4405275 36.7441916, 3.4426487 36.7439274, 3.4461512 36.7435267, 3.4495044 36.7431543, 3.4527939 36.742794, 3.4553509 36.7424996, 3.4583266 36.742161, 3.4624311 36.7416833, 3.4654489 36.741347, 3.4702707 36.7408015, 3.4729588 36.7405116, 3.4767227 36.7400895, 3.4811925 36.7395883, 3.4843824 36.7392021, 3.488101 36.7387806, 3.4921836 36.738283, 3.4963147 36.7377139, 3.4993793 36.737421, 3.501756 36.737675, 3.5063987 36.7368317, 3.5095499 36.7362502, 3.5130133 36.7356142, 3.52129 36.7353119, 3.5296249 36.7354683, 3.5385517 36.7356135, 3.5418888 36.7372838, 3.5431441 36.7380146, 3.5458123 36.7397808, 3.5467732 36.7424064, 3.5483161 36.7451016, 3.5527043 36.7476664, 3.5549555 36.7489499, 3.5578561 36.7494754, 3.5610833 36.7512873, 3.5641065 36.7531399, 3.5683341 36.757163, 3.5709362 36.7598491, 3.57503 36.760996, 3.5784655 36.7619259, 3.5814567 36.7627719, 3.5841 36.7635413, 3.5872764 36.7644083, 3.5902271 36.7660015, 3.59436 36.7682452, 3.596457 36.7693651, 3.5969384 36.7696222, 3.6001398 36.7713947, 3.6031802 36.7725821, 3.6058592 36.7736375, 3.610101 36.7752671, 3.6134127 36.7765354, 3.6154078 36.7773597, 3.6195044 36.7789272, 3.6234514 36.7804362, 3.6269897 36.7818, 3.631144 36.7833653, 3.6345242 36.7847053, 3.637369 36.7858084, 3.6402297 36.7869485, 3.6439823 36.7883856, 3.6482866 36.7900606, 3.6506881 36.7909935, 3.652105 36.791544, 3.6561143 36.7925514, 3.659641 36.7934453, 3.6643439 36.7946465, 3.6689296 36.7958106, 3.6722566 36.7966807, 3.6762309 36.7976991, 3.6798455 36.7986072, 3.6813049 36.8000044, 3.6811806 36.8022932, 3.6823194 36.8039915, 3.6834065 36.8050546, 3.6849876 36.8080181, 3.6856863 36.8102382, 3.6866276 36.813442, 3.6876212 36.816906, 3.6886444 36.820417, 3.6897329 36.8242675, 3.6906069 36.8272439, 3.6916316 36.8306798, 3.6917289 36.833914, 3.6917709 36.8358582, 3.6919386 36.8373831, 3.6920457 36.8383573, 3.6923183 36.8410218, 3.6926055 36.8440698, 3.6941672 36.8454857, 3.6945760208505236 36.84586011121189, 3.7004503682099674 36.84861108788419)"
DZ6-220,DZ10-220,220.0,983.1120383760948,10521.54,Al/St 240/40 2-bundle 220.0,"LINESTRING (3.552467800000001 36.742013683066624, 3.556869345860407 36.74481406981166, 3.5575517 36.7452482, 3.5594323 36.7464105, 3.5633308 36.7487469, 3.5664145 36.7505771, 3.5714675 36.7536274, 3.5740623 36.7550626, 3.5760928 36.7579773, 3.5810603 36.7606854, 3.5849185 36.7628084, 3.5875169 36.764225, 3.5901376 36.7655862, 3.5948091 36.7681221, 3.5975133 36.7695747, 3.6005387 36.7711982, 3.6029892 36.7721513, 3.6059494 36.7733064, 3.6104201 36.7750589, 3.6142246 36.7765481, 3.616611 36.7774697, 3.6209251 36.7791362, 3.6250904 36.7807418, 3.6291918 36.7823181, 3.631883 36.7833709, 3.6348717 36.7845327, 3.6374575 36.7855183, 3.6412827 36.7870283, 3.6444279 36.7882568, 3.6470774680116214 36.789272823454986, 3.652128000000003 36.79119228311722)"
DZ24-220,way/107574175-220,220.0,491.5560191880474,10760.94,Al/St 240/40 2-bundle 220.0,"LINESTRING (3.326651800000009 36.66121348298346, 3.331784009246257 36.66297005740873, 3.3342414 36.6637586, 3.3382836 36.6651123, 3.3390221 36.6653596, 3.3418438 36.6664783, 3.3440862 36.6675799, 3.3471653 36.6681479, 3.3512316 36.6695075, 3.3553093 36.6709253, 3.3590537 36.6721386, 3.3634096 36.6736273, 3.3660146 36.6744776, 3.3701 36.6758111, 3.3759516 36.6777211, 3.3782852 36.6784525, 3.3831923 36.6799281, 3.3837408 36.6811112, 3.3833733 36.682888, 3.3848244 36.6853014, 3.3863908 36.6877598, 3.3858007 36.6900333, 3.3853528 36.6929132, 3.3851713 36.6964363, 3.3849504 36.6997275, 3.3847104 36.7033052, 3.3844873 36.7066294, 3.3842692 36.7101665, 3.3840144 36.7143134, 3.3841872 36.7181284, 3.384359620120348 36.72176156256553, 3.3846225412538242 36.727049418938726)"
way/107574175-220,DZ20-220,220.0,491.5560191880474,2017.33,Al/St 240/40 2-bundle 220.0,"LINESTRING (3.380172299999995 36.71033958303405, 3.3844460775435867 36.71326525794075, 3.3843763 36.7144386, 3.3845461 36.7182245, 3.384686342846491 36.72178034820112, 3.3846225412538242 36.727049418938726)"
way/173534563-220,way/177004931-220,220.0,491.5560191880474,37007.44,Al/St 240/40 2-bundle 220.0,"LINESTRING (7.736214412704721 36.78961323581094, 7.73638570062293 36.78373822006269, 7.7361361 36.7824023, 7.7358153 36.7806131, 7.7364822 36.7784008, 7.7371297 36.7762524, 7.740967 36.7750064, 7.7453564 36.7735862, 7.7491749 36.7723506, 7.7527158 36.7712049, 7.7547527 36.7685955, 7.7570018 36.7657259, 7.7590047 36.7631703, 7.7609385 36.7607028, 7.7642823 36.7605573, 7.7679569 36.7603975, 7.7723908 36.7602046, 7.7765023 36.7600258, 7.778318 36.759619, 7.782135 36.7587638, 7.7856913 36.7579669, 7.7893967 36.7571367, 7.7917823 36.7565668, 7.7955797 36.7556595, 7.7984616 36.754971, 7.8026484 36.7539486, 7.8061769 36.753087, 7.8105523 36.7520185, 7.8147719 36.7509881, 7.8189953 36.7499567, 7.8232441 36.7489192, 7.8270432 36.7479914, 7.8312753 36.7469511, 7.8354478 36.7459255, 7.8396695 36.7448877, 7.8441284 36.7437916, 7.8473036 36.7430111, 7.8507099 36.7421943, 7.8533842 36.7405531, 7.8564167 36.7386732, 7.8598378 36.7365943, 7.8631564 36.7345544, 7.866669 36.7323951, 7.8697543 36.7304985, 7.8729309 36.7285622, 7.8762911 36.7265007, 7.8789872 36.7248466, 7.8824396 36.7227284, 7.8859829 36.7205534, 7.8898863 36.7204302, 7.8940598 36.7203088, 7.8990521 36.7201451, 7.9040444 36.7199814, 7.9077567 36.7198596, 7.9097145 36.7197954, 7.9138152 36.719661, 7.9177413 36.7195322, 7.9222734 36.7193836, 7.9241034 36.7193236, 7.9263975 36.7193748, 7.9297271 36.7194492, 7.933339 36.7195299, 7.9337936 36.7195401, 7.9378109 36.7196298, 7.9414054 36.71971, 7.9452995 36.719797, 7.9492494 36.7198813, 7.9539248 36.719981, 7.9576114 36.7200597, 7.9618533 36.7204138, 7.965021 36.7206783, 7.9669147 36.7208364, 7.9684696 36.7204565, 7.9705125 36.7199574, 7.9776267 36.7182193, 7.9809332 36.7174115, 7.9827725 36.7169621, 7.9871482 36.715893, 7.9913835 36.7148582, 7.997024 36.7134801, 7.9997358 36.7128175, 8.0036217 36.7118668, 8.0070343 36.7110319, 8.0106323 36.7101517, 8.0151302 36.7090513, 8.0176895 36.7084251, 8.0212591 36.7075518, 8.0235943 36.7069804, 8.0266843 36.7062244, 8.0291549 36.7056199, 8.033146 36.7046434, 8.0358928 36.7039714, 8.0390951 36.7031879, 8.0412619 36.7026577, 8.0437887 36.7020363, 8.0462198 36.7017833, 8.0480027 36.7015978, 8.0516371 36.7012195, 8.055375 36.7000583, 8.0596347 36.6987351, 8.063657 36.6974856, 8.0670458 36.6964328, 8.0687649 36.6952942, 8.0735824 36.6921034, 8.0759795 36.6905156, 8.0795294 36.6881643, 8.0819141 36.6865847, 8.0845841 36.6848161, 8.0878227 36.6826708, 8.0913694 36.6803213, 8.091487407430115 36.680243183163824, 8.099329896986443 36.6799836081096)"
DZ50-400,way/173670759-400,400.0,3574.952866822164,4635.64,Al/St 240/40 4-bundle 380.0,"LINESTRING (2.578325000000009 36.41562208273031, 2.5817697450210355 36.419201634458744, 2.5865602 36.4244098, 2.5908098 36.4289937, 2.5924654 36.4307357, 2.5949485 36.4333182, 2.5982069 36.4367228, 2.6007959 36.4394235, 2.6039804 36.4427452, 2.6039310142711067 36.443464798913, 2.6016661393887417 36.45043368748151)"
way/173985842-220,way/589902332-220,220.0,491.5560191880474,77501.1,Al/St 240/40 2-bundle 220.0,"LINESTRING (-0.1923266935686089 35.76875051679011, -0.1818197834945661 35.76996627323752, -0.1751902 35.7704286, -0.1710813 35.7708774, -0.1675484 35.7712902, -0.1640676 35.7716416, -0.1603364 35.7720841, -0.156472 35.7724906, -0.1521485 35.7729373, -0.147731 35.7734411, -0.1435535 35.7738899, -0.1399658 35.7742646, -0.1362371 35.7744382, -0.131757 35.774616, -0.1277231 35.7747748, -0.1262801 35.7757952, -0.1216591 35.7790277, -0.1114412 35.7779015, -0.1078352 35.7774993, -0.1039969 35.7773236, -0.0996981 35.7771304, -0.0957131 35.7769536, -0.090994 35.7767595, -0.0878829 35.7765981, -0.0843685 35.7764628, -0.0807788 35.7762839, -0.0764818 35.7760898, -0.0726098 35.7760832, -0.0690899 35.776081, -0.0653093 35.7760658, -0.0617061 35.7760505, -0.057229 35.7760418, -0.0528487 35.776057, -0.0490439 35.7760199, -0.0447039 35.7760156, -0.0408412 35.7760018, -0.0382155 35.7759952, -0.036383 35.7769922, -0.0355102 35.7794112, -0.0338909 35.781841, -0.032248 35.7843386, -0.0306588 35.7867359, -0.0287523 35.7896369, -0.0269265 35.7924441, -0.0248265 35.7956066, -0.022842 35.7986927, -0.0194405 35.8010786, -0.0166064 35.8030653, -0.0139766 35.8049234, -0.0115727 35.8066025, -0.0081766 35.8089969, -0.0055602 35.8108112, -0.0028552 35.8127301, 0.0005598 35.8151265, 0.0039227 35.8174541, 0.0063865 35.8192435, 0.0093648 35.8213044, 0.0118795 35.8230646, 0.0150311 35.825249, 0.018395 35.8267061, 0.0216244 35.8280492, 0.0254907 35.8296493, 0.0296458 35.8313869, 0.0328962 35.8327542, 0.0363917 35.834233, 0.0391785 35.8353966, 0.0419354 35.836548, 0.044779 35.8377356, 0.0480306 35.8393881, 0.0512271 35.8410239, 0.0544684 35.8417704, 0.0576888 35.8424685, 0.0607448 35.8431157, 0.0637798 35.8437993, 0.0672245 35.8445288, 0.0709233 35.8453699, 0.0744906 35.8456996, 0.0778425 35.8460268, 0.0813321 35.8463831, 0.0855392 35.8468097, 0.089247 35.8472193, 0.0924932 35.8474956, 0.096146 35.8478777, 0.1009217 35.8483579, 0.1040445 35.8486454, 0.1066006 35.8506491, 0.1091347 35.8526349, 0.1117346 35.8546651, 0.1142687 35.8566568, 0.1168175 35.8586395, 0.1200655 35.8612026, 0.1230896 35.8635586, 0.125748 35.8656359, 0.12871 35.8679562, 0.1322204 35.870715, 0.1342646 35.8723181, 0.1373618 35.8747182, 0.140364 35.8770768, 0.1434137 35.8794708, 0.1468218 35.8821521, 0.1496557 35.8843653, 0.1528444 35.8861162, 0.1557679 35.8877933, 0.1585665 35.8893315, 0.1615406 35.8909615, 0.1650306 35.8928938, 0.1684182 35.8948083, 0.1710119 35.8962545, 0.174425 35.8981451, 0.1779955 35.9001247, 0.1811672 35.9019234, 0.1847852 35.9039325, 0.188352 35.905903, 0.1919517 35.9078704, 0.195599 35.9098705, 0.1984707 35.9115001, 0.201229 35.9130082, 0.2037496 35.9155888, 0.2064055 35.9183737, 0.2090979 35.9211112, 0.2118014 35.9238633, 0.2140183 35.9261977, 0.2166815 35.9289023, 0.2189094 35.9312484, 0.2214409 35.9338106, 0.223731 35.9362217, 0.2265368 35.9390444, 0.2290098 35.9416242, 0.2314206 35.9441209, 0.2354301 35.9446895, 0.239081 35.9452019, 0.24271 35.9457261, 0.2464158 35.9462474, 0.2506338 35.9468545, 0.2549395 35.9474527, 0.2591868 35.9480598, 0.2634084 35.9486433, 0.267791 35.94928, 0.2719065 35.9498545, 0.2752721 35.9503313, 0.2795413 35.9509325, 0.2833788 35.9514596, 0.2859139 35.9518285, 0.2899091 35.9524099, 0.2927662 35.9528038, 0.2967135 35.953171, 0.299695 35.9534079, 0.3035032 35.9537574, 0.3064737 35.9540298, 0.3107905 35.9544355, 0.315173 35.9548057, 0.3180956 35.9550896, 0.3227491 35.9564682, 0.3268074 35.9576498, 0.3304102 35.958735, 0.3343184 35.9598579, 0.3383456 35.9610352, 0.3419018 35.9621246, 0.3447695 35.9629039, 0.3491487 35.9642195, 0.3524099 35.9644415, 0.3555933 35.9646301, 0.3589735 35.9648312, 0.3627368 35.9650239, 0.3670228 35.9652836, 0.3714538 35.9655308, 0.3748909 35.9653423, 0.3782607 35.9652124, 0.3816668 35.965049, 0.3844517 35.9649066, 0.3888673 35.9646874, 0.3918248 35.9645156, 0.3980875 35.9642638, 0.4017886 35.9640824, 0.4045552 35.9639468, 0.4073158 35.9637771, 0.4125573 35.963578, 0.4160089 35.9633469, 0.41882 35.9632224, 0.4222643 35.9630713, 0.4267701 35.9620463, 0.4303232 35.9612375, 0.4342881 35.9604141, 0.4381394 35.9595091, 0.4420009 35.9587004, 0.4450602 35.9579421, 0.448839 35.9570286, 0.45283 35.9560356, 0.4568779 35.9549922, 0.4611898 35.9539153, 0.4648702 35.9529977, 0.4683902 35.952101, 0.4723278 35.9511376, 0.474726 35.9489858, 0.4765141 35.9474665, 0.4787212 35.9456322, 0.4816311 35.9431075, 0.483706 35.9422171, 0.4872936 35.9406775, 0.4904853 35.9393025, 0.4941509 35.9377715, 0.4972878 35.9364429, 0.5004247 35.9351101, 0.5043535 35.9334419, 0.5079667 35.9319205, 0.5112381 35.9319456, 0.5150997 35.9320169, 0.5184178 35.9320336, 0.5226987 35.9321049, 0.5266586 35.932151, 0.5302665 35.9321762, 0.5339107 35.9321971, 0.5376584 35.9322432, 0.5412405 35.9322684, 0.5449209 35.9322935, 0.549207 35.932348, 0.5535763 35.9324156, 0.5569476 35.9324411, 0.5578403 35.9331976, 0.5578381947627769 35.93330335225024, 0.5647006019388929 35.93667352248437)"
way/173985842-220,DZ90-220,220.0,983.1120383760948,3755.12,Al/St 240/40 2-bundle 220.0,"LINESTRING (-0.1970260651092426 35.79763001538223, -0.1918544956496904 35.79435710575965, -0.1914744 35.7937771, -0.1901616 35.7917944, -0.1888987 35.789887, -0.1869296 35.7869129, -0.1850357 35.7840523, -0.1843904 35.7817789, -0.1854994 35.7793603, -0.1859282367714236 35.77848562334199, -0.1923266935686089 35.76875051679011)"
DZ90-220,way/173985842-220,220.0,983.1120383760948,3874.01,Al/St 240/40 2-bundle 220.0,"LINESTRING (-0.1970260651092426 35.79763001538223, -0.191375492700417 35.794483863570235, -0.1908728 35.7937421, -0.1891509 35.7912029, -0.1880485 35.7895771, -0.1863187 35.7870259, -0.1844307 35.7842414, -0.1838791 35.7821272, -0.1835081 35.7804904, -0.1841225251958831 35.778388288670875, -0.1923266935686089 35.76875051679011)"
