GEM location ID,bus_id,bus_name
L100001049374,way/208359871-330,UpperTumut
L100001044913,way/655511604-330,Canberra
L100001020427,way/550221344-275,WandoanSouth
L100000906027,way/171486427-275,Bouldercombe
L100000906028,AU73-330,CentralCoast
L100001045278,way/89180086-220,Ballarat
L100000906108,AU104-220,Horsham
L100000922303,way/169416665-220,DarlingtonPoint
L100000906124,way/87853100-330,Australind
L100000922304,way/550221344-275,WandoanSouth
L100000906029,way/169408193-330,MountPiper
L100000906019,way/119995150-275,Calvale
L100001020428,way/171744075-275,Strathmore
L100001020102,AU104-220,Horsham
L100001020397,way/169794711-220,Balranald
L100000906223,way/312550977-500,Tarrone
L100001045274,way/164775125-275,Robertstown
L100000906062,way/655511604-330,Canberra
L100000906063,way/655511604-330,Canberra
L100001049328,way/172887193-330,BulliCreek
L100000906140,way/196583889-275,Chalumbin
L100001049366,way/87853100-330,Australind
L100000906220,way/164775125-275,Robertstown
L100001049332,way/172887193-330,BulliCreek
L100000906149,way/174441055-220,Palmerston
L100001045323,AU146-220,Hobart
L100000906136,way/89180086-220,Ballarat
L100000906044,way/64943050-500,SouthMorang
L100000906076,way/121646942-275,Broadsound
L100000906228,way/164775125-275,Robertstown
L100001020103,way/169408193-330,MountPiper
L100000906151,way/655511604-330,Canberra
L100000906169,way/223939702-220,Merredin
L100000922306,way/171744075-275,Strathmore
L100001045322,way/169416665-220,DarlingtonPoint
L100001019901,way/655511604-330,Canberra
L100000906041,AU104-220,Horsham
L100000906150,way/170709510-275,Tarong
L100000906050,way/655511604-330,Canberra
L100001044939,way/655511604-330,Canberra
L100000906137,way/89180086-220,Ballarat
L100000906146,way/169408193-330,MountPiper
L100000906022,way/655511604-330,Canberra
L100001049379,AU104-220,Horsham
L100001049446,way/87853100-330,Australind
L100000906099,way/312550977-500,Tarrone
L100000906133,way/480009927-500,Hazelwood
L100001020104,way/169794711-220,Balranald
L100000906240,way/169416665-220,DarlingtonPoint
L100001049335,way/196583889-275,Chalumbin
L100000906164,way/550221344-275,WandoanSouth
L100000906186,way/312550977-500,Tarrone
L100000905994,way/950049612-330,Yandin
L100000906160,way/166113109-275,Nebo
L100001020131,way/169794711-220,Balranald
L100000922308,way/164764363-275,Davenport
L100000905978,way/312550977-500,Tarrone
L100000906001,way/312550977-500,Tarrone
L100000922309,way/87853100-330,Australind
L100000906064,way/169408193-330,MountPiper
L100001049418,way/171728751-275,GinGin
L100000906225,way/196583889-275,Chalumbin
L100001049371,AU3-220,PortHedland
L100000922310,way/196583889-275,Chalumbin
L100000906221,way/583513574-330,Morawa
L100001020419,way/480009927-500,Hazelwood
L100001020417,way/480009927-500,Hazelwood
L100000922316,way/570175005-220,Rowville
L100000922311,way/432510474-275,CalliopeRiver
L100001045272,way/432510474-275,CalliopeRiver
L100000906199,way/89180086-220,Ballarat
L100000906105,way/164775125-275,Robertstown
L100000906106,way/164775125-275,Robertstown
L100000906143,way/88191017-220,Sheffield
L100000917264,way/480009927-500,Hazelwood
L100000917265,way/312550977-500,Tarrone
L100001045324,way/950049612-330,Yandin
L100000906032,way/88191017-220,Sheffield
L100000906003,way/655511604-330,Canberra
L100000905973,way/655511604-330,Canberra
L100000906069,way/164775125-275,Robertstown
L100001020033,way/312550977-500,Tarrone
L100000906033,way/88191017-220,Sheffield
L100001020272,way/172887193-330,BulliCreek
L100000906211,way/312550977-500,Tarrone
L100000906202,way/160201298-330,Armidale
L100001045183,way/160201298-330,Armidale
L100000906227,way/164764363-275,Davenport
L100000906204,way/89180086-220,Ballarat
L100001020303,way/172231145-330,Wagga
L100000906193,way/88191017-220,Sheffield
L100001020118,way/196583889-275,Chalumbin
L100000922305,way/169794711-220,Balranald
L100001020125,way/583506664-220,AUS22p9S118p7E
L100000906110,way/196583889-275,Chalumbin
L100000922313,way/119995150-275,Calvale
L100000922314,way/196583889-275,Chalumbin
L100000917273,AU51-220,Kalgoorlie
L100000906042,way/171744075-275,Strathmore
L100001020418,way/480009927-500,Hazelwood
L100000906111,way/312550977-500,Tarrone
L100001020266,way/169408193-330,MountPiper
L100000906045,AU104-220,Horsham
L100000906049,way/172587651-275,Brisbane
L100000906075,way/223939702-220,Merredin
L100001020121,way/169794711-220,Balranald
L100001020398,way/88191017-220,Sheffield
L100000906224,way/312550977-500,Tarrone
L100001020308,way/169794711-220,Balranald
L100000906214,way/196583889-275,Chalumbin
L100000906120,way/89180086-220,Ballarat
L100000917274,AU73-330,CentralCoast
L100000906117,way/164764363-275,Davenport
L100000906187,way/169408193-330,MountPiper
L100000906034,way/121646942-275,Broadsound
L100000906055,way/312550977-500,Tarrone
L100000905975,way/172887193-330,BulliCreek
L100000922317,way/169794711-220,Balranald
L100001045304,way/172887193-330,BulliCreek
L100001049369,way/87853100-330,Australind
L100001045280,way/169794711-220,Balranald
L100001019898,way/169794711-220,Balranald
L100001020309,way/172887193-330,BulliCreek
L100001045303,way/550221344-275,WandoanSouth
L100000917276,way/583513574-330,Morawa
L100000906237,way/171486427-275,Bouldercombe
L100000922319,way/171486427-275,Bouldercombe
L100000906051,way/89180086-220,Ballarat
L100000906052,way/89180086-220,Ballarat
L100001020302,way/89180086-220,Ballarat
L100000905980,way/312550977-500,Tarrone
L100000906009,way/312550977-500,Tarrone
L100000906156,way/196583889-275,Chalumbin
L100000906094,way/171744075-275,Strathmore
L100000906218,way/312550977-500,Tarrone
L100000905981,way/89180086-220,Ballarat
L100000906112,way/171486427-275,Bouldercombe
L100001049411,way/169408193-330,MountPiper
L100000906080,way/89180086-220,Ballarat
L100000906226,way/164764363-275,Davenport
L100000906008,way/172587651-275,Brisbane
L100001049414,way/171744075-275,Strathmore
L100000906072,way/583513574-330,Morawa
L100000906242,way/583513574-330,Morawa
L100000906165,AU104-220,Horsham
L100000906166,AU104-220,Horsham
L100000906216,way/88191017-220,Sheffield
L100001045204,way/87853100-330,Australind
L100000906113,way/64943050-500,SouthMorang
L100001020420,way/480009927-500,Hazelwood
L100001049334,way/164764363-275,Davenport
L100001045279,way/169794711-220,Balranald
L100000922320,way/88191017-220,Sheffield
L100000922321,way/171744075-275,Strathmore
L100001049441,way/87853100-330,Australind
L100001045341,way/160201298-330,Armidale
L100000906127,AU73-330,CentralCoast
L100001020300,way/89180086-220,Ballarat
L100000906198,way/583513574-330,Morawa
L100000906010,way/312550977-500,Tarrone
L100000922322,way/480009927-500,Hazelwood
L100000906101,way/925410265-330,SydneyWest
L100000906188,way/172362099-275,Para
L100001045320,way/950049612-330,Yandin
L100000922323,AU57-330,Perth
L100001045302,way/169408193-330,MountPiper
L100001049424,way/172887193-330,BulliCreek
L100001020124,way/583506664-220,AUS22p9S118p7E
L100001045321,way/169408193-330,MountPiper
L100000906058,way/164764363-275,Davenport
L100000906104,way/88191017-220,Sheffield
L100000922324,way/172587651-275,Brisbane
L100000906135,way/312550977-500,Tarrone
L100001020128,way/169794711-220,Balranald
L100000922325,way/171744075-275,Strathmore
L100001049383,way/64943050-500,SouthMorang
L100001049416,way/171744075-275,Strathmore
L100000906092,way/925410265-330,SydneyWest
L100000906192,way/88191017-220,Sheffield
L100000922326,way/160201298-330,Armidale
L100000906102,way/312550977-500,Tarrone
L100000906189,way/655511604-330,Canberra
L100000906178,way/312550977-500,Tarrone
L100001019897,way/169416665-220,DarlingtonPoint
L100000917279,way/950049612-330,Yandin
L100000906017,way/160201298-330,Armidale
L100001049443,way/87853100-330,Australind
L100000917280,way/480009927-500,Hazelwood
L100000905983,way/830928846-220,BrokenHill
L100001045342,way/160201298-330,Armidale
L100000906231,way/164775125-275,Robertstown
L100000906230,way/164775125-275,Robertstown
L100001020289,way/550221344-275,WandoanSouth
L100000906037,way/119995150-275,Calvale
L100001020313,way/169408193-330,MountPiper
L100000917282,way/312550977-500,Tarrone
L100001045298,AU51-220,Kalgoorlie
L100000906038,way/174441055-220,Palmerston
L100000906013,way/480009927-500,Hazelwood
L100000906155,way/172362099-275,Para
L100000906053,way/89180086-220,Ballarat
L100000922329,way/171728751-275,GinGin
L100000906217,way/88191017-220,Sheffield
L100001020299,way/169408193-330,MountPiper
L100001045277,way/312550977-500,Tarrone
L100001020429,way/172887193-330,BulliCreek
L100000906134,way/925410265-330,SydneyWest
L100000917283,way/170709510-275,Tarong
L100001049331,way/169794711-220,Balranald
L100000922330,way/169416665-220,DarlingtonPoint
L100001020287,way/119995150-275,Calvale
L100000906114,way/160201298-330,Armidale
L100000906154,way/480009927-500,Hazelwood
L100001019915,AU51-220,Kalgoorlie
L100000906147,way/655511604-330,Canberra
L100001020291,way/950049612-330,Yandin
L100000906144,AU73-330,CentralCoast
L100000906015,way/169408193-330,MountPiper
L100000905972,way/169408193-330,MountPiper
L100000906179,way/950049612-330,Yandin
L100001049445,AU57-330,Perth
L100000906060,way/583513574-330,Morawa
L100000906163,way/170709510-275,Tarong
L100000922331,way/550221344-275,WandoanSouth
L100001045325,way/950049612-330,Yandin
L100000906200,AU104-220,Horsham
L100000906018,way/950049612-330,Yandin
L100000906229,way/164775125-275,Robertstown
L100000906070,way/172362099-275,Para
L100000905974,way/89180086-220,Ballarat
L100001049442,way/87853100-330,Australind
L100000906074,AU51-220,Kalgoorlie
L100000906222,way/160201298-330,Armidale
L100001049724,way/164775125-275,Robertstown
L100000922333,way/169794711-220,Balranald
L100000906212,way/312550977-500,Tarrone
L100000906025,way/164775125-275,Robertstown
L100000906002,AU104-220,Horsham
L100000906153,way/196583889-275,Chalumbin
L100001049380,way/196583889-275,Chalumbin
L100000906197,way/160201298-330,Armidale
L100000906067,way/312550977-500,Tarrone
L100000917290,way/925410265-330,SydneyWest
L100000906023,way/570175005-220,Rowville
L100000906065,way/655511604-330,Canberra
L100001020410,way/88191017-220,Sheffield
L100000906206,way/312550977-500,Tarrone
L100000906139,way/89180086-220,Ballarat
L100001049413,way/172231145-330,Wagga
L100001020285,way/169416665-220,DarlingtonPoint
L100000906152,way/950049612-330,Yandin
L100001019899,way/337655870-220,TomPriceMine
L100000906170,way/172362099-275,Para
L100001045650,AU51-220,Kalgoorlie
L100000917259,way/89180086-220,Ballarat
L100000906097,way/655511604-330,Canberra
L100000917261,way/87853100-330,Australind
L100000917262,AU104-220,Horsham
L100001045651,AU51-220,Kalgoorlie
L100000917267,way/169408193-330,MountPiper
L100000917268,way/89180086-220,Ballarat
L100000917271,way/583513574-330,Morawa
L100000917272,way/950049612-330,Yandin
L100000917275,way/89180086-220,Ballarat
L100000917284,way/312550977-500,Tarrone
L100000917287,way/950049612-330,Yandin
L100000100004,AU73-330,CentralCoast
L100000100038,way/87853100-330,Australind
L100000100013,way/119995150-275,Calvale
L100000100039,way/87853100-330,Australind
L100000104597,way/171744075-275,Strathmore
L100000100005,AU73-330,CentralCoast
L100000100017,way/432510474-275,CalliopeRiver
L100000100018,way/170709510-275,Tarong
L100000100006,AU73-330,CentralCoast
L100000100035,way/480009927-500,Hazelwood
L100000100036,way/480009927-500,Hazelwood
L100000100019,way/172887193-330,BulliCreek
L100000100007,way/169408193-330,MountPiper
L100000100042,way/87853100-330,Australind
L100000100021,way/171486427-275,Bouldercombe
L100000100023,way/170709510-275,Tarong
L100000100024,way/170709510-275,Tarong
L100000100010,AU73-330,CentralCoast
L100000100037,way/480009927-500,Hazelwood
L100001022859,way/196583889-275,Chalumbin
L100000600051,way/88191017-220,Sheffield
L100000600052,way/925410265-330,SydneyWest
L100000600053,way/172587651-275,Brisbane
L100001045899,way/119995150-275,Calvale
L100001022860,way/208359871-330,UpperTumut
L100000600054,way/174875093-330,Murray
L100000600055,way/172587651-275,Brisbane
L100001045898,way/166113109-275,Nebo
L100001022861,AU146-220,Hobart
L100000600056,way/169408193-330,MountPiper
L100000600057,way/88191017-220,Sheffield
L100001054534,way/174875093-330,Murray
L100000600058,way/164764363-275,Davenport
L100000600059,way/174875093-330,Murray
L100001022862,way/88191017-220,Sheffield
L100000600075,way/160201298-330,Armidale
L100000600060,way/64943050-500,SouthMorang
L100001054535,way/88191017-220,Sheffield
L100001026066,AU73-330,CentralCoast
L100001026067,AU73-330,CentralCoast
L100000600061,AU146-220,Hobart
L100001026025,way/174875093-330,Murray
L100001022863,way/172231145-330,Wagga
L100000600062,way/88191017-220,Sheffield
L100000600063,way/925410265-330,SydneyWest
L100000600064,way/196583889-275,Chalumbin
L100000600065,way/196583889-275,Chalumbin
L100000600066,way/88191017-220,Sheffield
L100001054536,way/174441055-220,Palmerston
L100000600067,way/169408193-330,MountPiper
L100001026040,way/88191017-220,Sheffield
L100000600068,AU146-220,Hobart
L100000600069,way/88191017-220,Sheffield
L100000600070,way/174875093-330,Murray
L100001054537,AU146-220,Hobart
L100000600071,way/171728751-275,GinGin
L100000600072,way/174875093-330,Murray
L100000600073,way/174875093-330,Murray
L100000600074,AU73-330,CentralCoast
L100001054538,way/160201298-330,Armidale
L100001054539,way/196583889-275,Chalumbin
L100000600076,way/160201298-330,Armidale
L100001063852,way/88191017-220,Sheffield
L100001041243,way/169408193-330,MountPiper
L100000600077,way/166113109-275,Nebo
L100000600078,way/174441055-220,Palmerston
L100000600079,way/88191017-220,Sheffield
L100000600080,way/925410265-330,SydneyWest
L100000600081,way/208359871-330,UpperTumut
L100001026064,AU73-330,CentralCoast
L100000600082,AU146-220,Hobart
L100000600083,AU146-220,Hobart
L100000600084,way/174441055-220,Palmerston
L100000600085,way/88191017-220,Sheffield
L100000600086,way/208359871-330,UpperTumut
L100000600087,way/208359871-330,UpperTumut
L100000600088,way/208359871-330,UpperTumut
L100000600089,AU146-220,Hobart
L100001022864,way/925410265-330,SydneyWest
L100001026033,AU146-220,Hobart
L100001022865,way/174875093-330,Murray
L100001026041,way/925410265-330,SydneyWest
L100001063853,way/88191017-220,Sheffield
L100000600090,way/172587651-275,Brisbane
