GEM location ID,bus_id,bus_name
L100001020424,way/169408193-330,MountPiper
L100001020422,AU104-220,Horsham
L100000906006,way/87853100-330,Australind
L100001020425,way/87853100-330,Australind
L100000906129,way/89180086-220,Ballarat
L100000906059,way/196583889-275,Chalumbin
L100001044923,way/169416665-220,DarlingtonPoint
L100000906068,way/950049612-330,Yandin
L100000906073,way/583506664-220,AUS22p9S118p7E
L100001020101,way/480009927-500,Hazelwood
L100001020294,way/196583889-275,Chalumbin
L100000905998,way/87853100-330,Australind
L100000905993,way/950049612-330,Yandin
L100000906071,way/570175005-220,Rowville
L100000922298,way/169794711-220,Balranald
L100000906077,way/119995150-275,Calvale
L100000906016,way/655511604-330,Canberra
L100000922299,way/121646942-275,Broadsound
L100000905986,way/164775125-275,Robertstown
L100001045312,way/174441055-220,Palmerston
L100000906007,way/570175005-220,Rowville
L100001020358,way/88191017-220,Sheffield
L100001020413,way/88191017-220,Sheffield
L100000922302,AU51-220,Kalgoorlie
L100001045313,way/87853100-330,Australind
L100001049384,way/169408193-330,MountPiper
L100001019730,way/160201298-330,Armidale
L100000905977,AU104-220,Horsham
L100000906098,way/89180086-220,Ballarat
L100000906004,way/655511604-330,Canberra
L100000906184,way/169408193-330,MountPiper
L100001020421,way/480009927-500,Hazelwood
L100000906215,way/88191017-220,Sheffield
L100000906014,way/174875093-330,Murray
L100000906061,way/169408193-330,MountPiper
L100001020396,way/171744075-275,Strathmore
