line_id,bus0,bus1,type,voltage,s_nom,length,geometry
GH_line_1,way/930744195-225,GH1-225,GH1-225;way/930744195-225,225.0,1005.4554937937334,186102.56,
GH_line_2,way/674068904-225,GH8-225,GH8-225;way/674068904-225,225.0,502.7277468968667,151028.76,
GH_line_3,way/1069597794-330,relation/15772152-330,relation/15772152-330;way/1069597794-330,330.0,1106.0010431731064,73149.65,
GH_line_4,relation/15772152-330,way/1155380911-330,relation/15772152-330;way/1155380911-330,330.0,1106.0010431731064,180514.06,
GH_line_5,way/930744195-225,way/1069597794-330,way/1069597794-330;way/930744195-225,330.0,1106.0010431731064,185633.72,
GH_line_6,way/672526714-330,way/1155380911-330,way/1155380911-330;way/672526714-330,330.0,1106.0010431731064,252827.46,
GH_line_7,way/672526714-330,way/282578857-330,way/282578857-330;way/672526714-330,330.0,1106.0010431731064,225085.83,
