from_cluster_id,from_cluster_type,to_cluster_id,to_cluster_type,s_nom,num_lines,voltage,length,bus0,bus1,type,line_id,from_bus,to_bus,connection_type
166,renewable,4,demand,0.0,,0.0,418.1733521889682,wof21,dem4,Potential connection: Renewable cluster 166 to Demand cluster 4,potential_renewable166-demand4,renewable166,demand4,potential
167,renewable,2,demand,0.0,,0.0,554.7721698148315,wof22,dem2,Potential connection: Renewable cluster 167 to Demand cluster 2,potential_renewable167-demand2,renewable167,demand2,potential
168,renewable,3,generation,0.0,,0.0,508.298585966147,wof23,gen3,Potential connection: Renewable cluster 168 to Generation cluster 3,potential_renewable168-generation3,renewable168,generation3,potential
169,renewable,3,generation,0.0,,0.0,464.443171842242,wof24,gen3,Potential connection: Renewable cluster 169 to Generation cluster 3,potential_renewable169-generation3,renewable169,generation3,potential
17,renewable,4,generation,0.0,,0.0,19.203654444546366,sol17,gen4,Potential connection: Renewable cluster 17 to Generation cluster 4,potential_renewable17-generation4,renewable17,generation4,potential
2,renewable,1,generation,0.0,,0.0,242.52641552305664,sol2,gen1,Potential connection: Renewable cluster 2 to Generation cluster 1,potential_renewable2-generation1,renewable2,generation1,potential
22,renewable,0,demand,0.0,,0.0,108.07039236175714,sol22,dem0,Potential connection: Renewable cluster 22 to Demand cluster 0,potential_renewable22-demand0,renewable22,demand0,potential
23,renewable,4,generation,0.0,,0.0,254.58940794345799,sol23,gen4,Potential connection: Renewable cluster 23 to Generation cluster 4,potential_renewable23-generation4,renewable23,generation4,potential
24,renewable,0,demand,0.0,,0.0,292.7231783163784,sol24,dem0,Potential connection: Renewable cluster 24 to Demand cluster 0,potential_renewable24-demand0,renewable24,demand0,potential
25,renewable,2,demand,0.0,,0.0,221.71269070795464,sol25,dem2,Potential connection: Renewable cluster 25 to Demand cluster 2,potential_renewable25-demand2,renewable25,demand2,potential
26,renewable,0,demand,0.0,,0.0,516.4363990282303,sol26,dem0,Potential connection: Renewable cluster 26 to Demand cluster 0,potential_renewable26-demand0,renewable26,demand0,potential
28,renewable,2,demand,0.0,,0.0,280.35823973597826,sol28,dem2,Potential connection: Renewable cluster 28 to Demand cluster 2,potential_renewable28-demand2,renewable28,demand2,potential
29,renewable,1,generation,0.0,,0.0,435.02183535998904,sol29,gen1,Potential connection: Renewable cluster 29 to Generation cluster 1,potential_renewable29-generation1,renewable29,generation1,potential
3,renewable,1,generation,0.0,,0.0,293.56909936959926,sol3,gen1,Potential connection: Renewable cluster 3 to Generation cluster 1,potential_renewable3-generation1,renewable3,generation1,potential
31,renewable,1,generation,0.0,,0.0,298.30209463741994,sol31,gen1,Potential connection: Renewable cluster 31 to Generation cluster 1,potential_renewable31-generation1,renewable31,generation1,potential
32,renewable,2,demand,0.0,,0.0,344.4320654306231,sol32,dem2,Potential connection: Renewable cluster 32 to Demand cluster 2,potential_renewable32-demand2,renewable32,demand2,potential
35,renewable,2,demand,0.0,,0.0,198.44254101480638,sol35,dem2,Potential connection: Renewable cluster 35 to Demand cluster 2,potential_renewable35-demand2,renewable35,demand2,potential
39,renewable,0,generation,0.0,,0.0,566.057805760245,sol39,gen0,Potential connection: Renewable cluster 39 to Generation cluster 0,potential_renewable39-generation0,renewable39,generation0,potential
4,renewable,1,generation,0.0,,0.0,181.26849187944592,sol4,gen1,Potential connection: Renewable cluster 4 to Generation cluster 1,potential_renewable4-generation1,renewable4,generation1,potential
