bus0,bus1,voltage,s_nom,length,type,geometry
way/264310078-765,way/264393619-765,765.0,5512.078490007195,212496.79,Al/St 560/50 4-bundle 750.0,"LINESTRING (-66.79695841130844 10.235008682031902, -66.7939549603098 10.22800617832778, -66.7927818 10.2270144, -66.7887506 10.2276959, -66.7841673 10.2285204, -66.7824525 10.2289162, -66.7757293 10.2302053, -66.7723414 10.2308575, -66.766057 10.2319782, -66.7617365 10.2328009, -66.7575214 10.2335847, -66.753394 10.2343319, -66.7520248 10.2345802, -66.7471206 10.2354677, -66.7438007 10.2361155, -66.7406608 10.2338918, -66.7353884 10.230158, -66.7323764 10.2280024, -66.7288869 10.2255014, -66.7264032 10.2237212, -66.7246933 10.2224957, -66.7218951 10.2204902, -66.7189827 10.2184027, -66.7172337 10.2171496, -66.7116795 10.2150874, -66.707455 10.2134977, -66.7012314 10.2111509, -66.6975153 10.2063749, -66.6950476 10.2032388, -66.6930199 10.2005357, -66.6900868 10.1966419, -66.6895196 10.1943188, -66.6871351 10.1853986, -66.6866148 10.1836193, -66.6858745 10.1798758, -66.6845816 10.1736401, -66.6839231 10.1713621, -66.6817278 10.1638507, -66.6791372 10.1549976, -66.6793674 10.1492928, -66.6794157 10.1478459, -66.679625 10.1426763, -66.6798556 10.137158, -66.6799414 10.1345388, -66.6800594 10.1302086, -66.6799736 10.1273569, -66.6798234 10.1232695, -66.6795017 10.1162407, -66.6793943 10.1111285, -66.6795123 10.1067135, -66.6797537 10.1033863, -66.6801775 10.0999693, -66.6805744 10.0969167, -66.6816151 10.0916882, -66.6817868 10.0878116, -66.6821301 10.0801216, -66.6819048 10.0757696, -66.6816366 10.0692096, -66.6815829 10.0646461, -66.6814595 10.0627844, -66.6813094 10.057542, -66.6811003 10.0522231, -66.6809178 10.0473529, -66.6806871 10.0436659, -66.6805637 10.0379082, -66.6799473 10.0280139, -66.6797556 10.0221015, -66.6765234 10.0135618, -66.6755834 10.0112841, -66.6734557 10.0053132, -66.6723491 10.0024215, -66.6705851 9.9975822, -66.669495 9.9946204, -66.6681583 9.9911837, -66.6663888 9.9866788, -66.6667942 9.9789906, -66.6666682 9.9714533, -66.6666463 9.9703526, -66.6665806 9.964137, -66.6665313 9.9586389, -66.6665258 9.9557361, -66.6664929 9.9520886, -66.66646 9.94904, -66.6663779 9.9425218, -66.6663943 9.9389011, -66.6660711 9.9307477, -66.6660163 9.9278284, -66.6661041 9.9253609, -66.666096 9.9214169, -66.6661484 9.9173206, -66.6661275 9.9148131, -66.6660706 9.9089246, -66.666082 9.9074664, -66.6659681 9.9006356, -66.6659568 9.899155, -66.6658998 9.8923128, -66.6646018 9.8882342, -66.6628668 9.8825948, -66.662118 9.8802469, -66.6610673 9.8768918, -66.6588411 9.869987, -66.6580199 9.8671988, -66.6562446 9.8614638, -66.6559749 9.8605794, -66.6537527 9.8535751, -66.6524042 9.8491011, -66.6496217 9.8436729, -66.6476637 9.8396876, -66.6455445 9.8357662, -66.6426702 9.8307565, -66.6413256 9.8283131, -66.6403877 9.8248622, -66.6391337 9.8200242, -66.6383444 9.8170377, -66.6371868 9.8126578, -66.6363135 9.8093532, -66.6351053 9.8047817, -66.6341045 9.8009949, -66.6325216 9.7950054, -66.6309156 9.788928, -66.6294178 9.7832601, -66.6282163 9.7787136, -66.6268806 9.773659, -66.6260428 9.7704885, -66.6248255 9.7658821, -66.6238431 9.7621645, -66.6227771 9.75813, -66.6213728 9.7528158, -66.6205972 9.7498805, -66.6193943 9.7453282, -66.6179672 9.7399271, -66.6175172 9.7382242, -66.6157404 9.7314995, -66.6145789 9.7271339, -66.61348 9.7231008, -66.6121015 9.7176947, -66.6111376 9.7140463, -66.6101156 9.7101501, -66.6089568 9.7057328, -66.6079223 9.701789, -66.6067219 9.6972129, -66.605723 9.6934046, -66.6046545 9.6895099, -66.6036929 9.6854113, -66.6024937 9.6811077, -66.601366 9.6770609, -66.6001776 9.6727958, -66.5991387 9.6690677, -66.5978717 9.6645203, -66.5969738 9.661298, -66.5955527 9.6561978, -66.5946165 9.6528376, -66.5932244 9.6478413, -66.5923315 9.6447455, -66.5914205 9.6415868, -66.5902983 9.637696, -66.5892929 9.6342098, -66.5879891 9.6296894, -66.5866628 9.6250907, -66.5855494 9.6212298, -66.5843747 9.6171054, -66.5832187 9.6130466, -66.5820952 9.6091018, -66.5808462 9.6047164, -66.5797873 9.6009986, -66.5785831 9.5967701, -66.5774064 9.5926384, -66.5762478 9.5885705, -66.5751261 9.5846317, -66.5739043 9.5804461, -66.5727398 9.5763836, -66.5715467 9.5722251, -66.5703461 9.5680409, -66.5691622 9.5639144, -66.5680654 9.5600915, -66.5668689 9.5559214, -66.5657752 9.5521092, -66.5647357 9.5484858, -66.563398 9.5438233, -66.5623768 9.5402637, -66.5612903 9.5365472, -66.5601471 9.5326364, -66.5589224 9.5282391, -66.5578052 9.524228, -66.5565991 9.5201396, -66.5554532 9.5160532, -66.5542365 9.5117302, -66.5531582 9.5081224, -66.552036 9.5041746, -66.5511143 9.500932, -66.5499226 9.4967095, -66.5487945 9.4927124, -66.5477348 9.4889573, -66.546533 9.4848927, -66.5451165 9.4812153, -66.5436368 9.4773731, -66.5420541 9.4732635, -66.5405275 9.4692994, -66.5391079 9.4656132, -66.5377573 9.4621062, -66.5359445 9.4573988, -66.5346903 9.4541418, -66.5333658 9.4507089, -66.5319723 9.4470974, -66.5303848 9.4429576, -66.5289964 9.4392725, -66.5274455 9.435298, -66.5259838 9.4315147, -66.5243596 9.4271679, -66.522903 9.4234362, -66.5214622 9.4195855, -66.5199375 9.4157555, -66.5184653 9.4118427, -66.5169878 9.4081212, -66.5142581 9.4065912, -66.5129116 9.40579, -66.5094536 9.4037638, -66.5058123 9.4016652, -66.5026687 9.399856, -66.4996328 9.3981191, -66.4951926 9.3955666, -66.4921898 9.3937893, -66.4884839 9.3916456, -66.4847244 9.3894674, -66.4810919 9.3873629, -66.4777614 9.3854333, -66.4745849 9.383593, -66.4710723 9.3815578, -66.4676813 9.3795932, -66.464364 9.3776712, -66.4608334 9.3756361, -66.4574704 9.3736975, -66.4542805 9.3718588, -66.4507675 9.3698337, -66.4471532 9.3677503, -66.4431965 9.3654695, -66.4397023 9.3634552, -66.436173 9.3614207, -66.432168 9.359112, -66.4286744 9.3570981, -66.4255035 9.3552702, -66.4223207 9.3534354, -66.4186823 9.3513379, -66.4148245 9.3491141, -66.4113279 9.3470983, -66.4076116 9.3449405, -66.404167 9.3428987, -66.4010139 9.3410623, -66.3981793 9.3394184, -66.3947078 9.337405, -66.3911786 9.3353581, -66.3879524 9.333487, -66.3842764 9.331355, -66.3804775 9.3291372, -66.3767222 9.3269598, -66.3729641 9.3247807, -66.3696395 9.322853, -66.3659492 9.3207132, -66.3621867 9.3185315, -66.3584684 9.3163626, -66.3551284 9.3144524, -66.3512931 9.3122277, -66.3478824 9.3102493, -66.3440568 9.3080301, -66.3407269 9.3060985, -66.3372771 9.3040974, -66.3336296 9.3019815, -66.3299076 9.2998224, -66.326463 9.2978243, -66.3232563 9.2959641, -66.3194869 9.2937775, -66.3156947 9.2915776, -66.3123324 9.2896159, -66.3091966 9.2877816, -66.3057365 9.2857795, -66.301962 9.2835953, -66.2984588 9.2815681, -66.2947572 9.2794261, -66.2910037 9.2772541, -66.2877589 9.2753346, -66.2851687 9.2738252, -66.2824059 9.2722153, -66.2802178 9.2709404, -66.2774464 9.2692196, -66.2739331 9.2670382, -66.2713468 9.2654323, -66.2679099 9.2632983, -66.2647907 9.2613616, -66.2614589 9.2592928, -66.2577552 9.2569931, -66.2540604 9.2546989, -66.2504281 9.2524435, -66.2467352 9.2501504, -66.2430192 9.247843, -66.239308 9.2455386, -66.2356772 9.2432841, -66.2319777 9.2409868, -66.2285821 9.2388783, -66.2252174 9.236789, -66.2219689 9.2347461, -66.2186157 9.2326651, -66.2151759 9.2305304, -66.2119193 9.2285093, -66.2090943 9.226756, -66.2056776 9.2246355, -66.2018424 9.2222079, -66.1982882 9.2200054, -66.1948228 9.2178578, -66.1914059 9.2157403, -66.1880017 9.2136306, -66.1839769 9.2111364, -66.1802363 9.2088183, -66.1771479 9.2069043, -66.1739013 9.2048923, -66.1704827 9.2027736, -66.1670127 9.2006231, -66.1631543 9.1982319, -66.1595912 9.1960237, -66.1568584 9.1943301, -66.153656 9.1923454, -66.1503979 9.1903261, -66.1470518 9.1881725, -66.1433144 9.1858833, -66.1395796 9.183593, -66.1359579 9.1813412, -66.1324882 9.179184, -66.129666 9.1774293, -66.126439 9.1754228, -66.1230476 9.1733142, -66.1196942 9.1712292, -66.1161681 9.1690368, -66.1129807 9.1670549, -66.1095341 9.1649119, -66.1058131 9.1625983, -66.1023029 9.1604157, -66.0992069 9.1584907, -66.0960964 9.1565566, -66.0929483 9.1545992, -66.0896418 9.1525418, -66.0860147 9.1502849, -66.0824571 9.1480711, -66.078637 9.1456941, -66.0750514 9.1434734, -66.0712891 9.1411313, -66.0676584 9.1388711, -66.0640423 9.1366199, -66.0607219 9.1345528, -66.0576317 9.132629, -66.0540832 9.1304199, -66.0508006 9.1283763, -66.0468536 9.1259191, -66.0433547 9.1237408, -66.0411367 9.12236, -66.037914 9.1203536, -66.0351164 9.1166807, -66.0324241 9.1131461, -66.0299215 9.1098604, -66.0272508 9.1063541, -66.0247522 9.1030546, -66.0224364 9.1000107, -66.019636 9.0963122, -66.0172798 9.0932129, -66.015111 9.0903601, -66.0123505 9.086729, -66.0101546 9.0838405, -66.0079478 9.0809501, -66.0058325 9.0781571, -66.0036026 9.0751759, -66.0008856 9.0716337, -65.9989958 9.069147, -65.996986 9.0665024, -65.993881 9.0624167, -65.990593 9.0580901, -65.987766 9.0543701, -65.9856232 9.0515503, -65.9831224 9.0482595, -65.9809377 9.0467836, -65.9773082 9.0443878, -65.9737195 9.0419982, -65.9705083 9.0398599, -65.9678532 9.0380812, -65.9649647 9.0361585, -65.9620301 9.0342244, -65.958685 9.0319887, -65.9551494 9.0296274, -65.9527054 9.0279934, -65.9491358 9.0256278, -65.9454883 9.0232098, -65.9428681 9.0198926, -65.9400851 9.0163691, -65.9387168 9.0146367, -65.9365659 9.0118861, -65.93656137953975 9.011881690282154, -65.93318801848892 9.007574939004302)"
VE30-765,way/264334536-765,765.0,5512.078490007195,69826.2,Al/St 560/50 4-bundle 750.0,"LINESTRING (-68.08213146901306 10.040070206993596, -68.08447670066407 10.027494063920496, -68.0851496 10.0235532, -68.085737 10.0199692, -68.0835261 10.0171543, -68.0792376 10.0117571, -68.0766898 10.0085556, -68.0747908 10.0069134, -68.0726499 10.007089, -68.0689193 10.0074216, -68.0629038 10.0079204, -68.0588301 10.0083206, -68.0541655 10.0087155, -68.0489798 10.0091669, -68.0399873 10.0099475, -68.0359896 10.0102964, -68.032916 10.0106189, -68.0285581 10.0109151, -68.0245835 10.0113262, -68.0189207 10.0118187, -68.0157208 10.0120779, -68.012883 10.0123257, -68.0095482 10.012615, -68.0051475 10.0129968, -68.0006035 10.0134262, -67.997506 10.0136883, -67.9938179 10.0139625, -67.9891501 10.0144155, -67.9822956 10.0150543, -67.9779989 10.0168976, -67.9737394 10.0187723, -67.9692844 10.0207275, -67.9638219 10.0231292, -67.9598974 10.0248572, -67.9567919 10.0248677, -67.9506606 10.0248886, -67.946215 10.0248939, -67.9417858 10.0249088, -67.9389606 10.0248807, -67.9333026 10.0248807, -67.9281391 10.0248964, -67.9251293 10.0248912, -67.9221886 10.0248859, -67.9145849 10.0248948, -67.9104134 10.0248911, -67.9049509 10.0248957, -67.8990853 10.0248924, -67.8940046 10.0248889, -67.891921 10.0248875, -67.8868925 10.0248841, -67.8814598 10.0249065, -67.8782876 10.0249196, -67.8752129 10.0250247, -67.8721617 10.0251542, -67.8674481 10.0253542, -67.863616 10.0251822, -67.8614116 10.0249828, -67.8567373 10.0249686, -67.8536816 10.0249593, -67.850773 10.0249504, -67.8464613 10.0249373, -67.841462 10.0249408, -67.8377946 10.0249433, -67.8321039 10.0249472, -67.8243392 10.0249526, -67.8201841 10.0249555, -67.8158989 10.0249584, -67.812629 10.0249607, -67.8099299 10.0249625, -67.8041886 10.0249665, -67.7991807 10.0249699, -67.795655 10.0249724, -67.7928114 10.0249743, -67.7890966 10.0249769, -67.7854244 10.0249794, -67.7818467 10.024964, -67.7770594 10.0249433, -67.7752733 10.0250421, -67.7724866 10.0251722, -67.7665196 10.0256931, -67.7628312 10.0260884, -67.759396 10.026573, -67.7550851 10.0270139, -67.7520956 10.0276166, -67.7502341 10.0279471, -67.7484279 10.0282333, -67.7403244 10.0291567, -67.7370339 10.0295519, -67.735072 10.0297495, -67.7325185 10.029971, -67.7275498 10.0305434, -67.7231348 10.0310477, -67.7205259 10.0313407, -67.7180865 10.0316235, -67.7131152 10.0321767, -67.7089149 10.0324771, -67.7072098 10.0326445, -67.7004643 10.033132, -67.6959739 10.0334865, -67.6918937 10.0337918, -67.6864583 10.0342054, -67.6848982 10.0343482, -67.6804424 10.0347392, -67.674913 10.0350895, -67.6719959 10.0353018, -67.6687476 10.0355437, -67.6650839 10.0358105, -67.661879 10.0360489, -67.6562172 10.0365008, -67.6534568 10.0367534, -67.6510901 10.0369348, -67.647253 10.037159, -67.643087 10.0374934, -67.6361245 10.0380128, -67.632262 10.0382975, -67.6275468 10.0386604, -67.6262885 10.0387662, -67.6214029 10.0390921, -67.6172895 10.0394336, -67.6140823 10.0396819, -67.6103577 10.0400753, -67.6069384 10.0403343, -67.5998218 10.0408032, -67.5958676 10.0411717, -67.5932257 10.0412831, -67.5900453 10.0413652, -67.585348 10.0416057, -67.5811564 10.0417596, -67.5769527 10.0419546, -67.5725398 10.0420447, -67.5658789 10.0422823, -67.5615749 10.0424924, -67.556853 10.0427268, -67.5516146 10.0429791, -67.5484032 10.0430632, -67.5434665 10.0432987, -67.5386858 10.0447998, -67.5349334 10.0460526, -67.5278072 10.0514452, -67.52607587784719 10.051548668771717, -67.51850821624245 10.053643288785388)"
way/392161362-230,VE30-230,230.0,1027.7989492113718,41688.66,Al/St 240/40 2-bundle 220.0,"LINESTRING (-68.0822841098502 10.039820878548511, -68.07862820567692 10.045284738484586, -68.0789311 10.0483355, -68.0792248 10.0513423, -68.0795295 10.0543001, -68.07867 10.0572682, -68.0775934 10.0608754, -68.0768327 10.0633755, -68.0758463 10.0666404, -68.0749793 10.0696745, -68.0740367 10.0728048, -68.0729355 10.0764336, -68.0720184 10.0803148, -68.0711795 10.0837466, -68.0702472 10.087604, -68.069532 10.090613, -68.0665008 10.0915476, -68.0628166 10.092707, -68.0588015 10.0939782, -68.054812 10.0952279, -68.0510028 10.0964203, -68.0473349 10.0975778, -68.0436142 10.0987545, -68.0399118 10.0999112, -68.0362183 10.1010729, -68.0324179 10.1022716, -68.0287128 10.103435, -68.0250387 10.1045795, -68.0218508 10.1055766, -68.018282 10.106709, -68.0144793 10.1078983, -68.0107488 10.1090614, -68.0071074 10.1101969, -68.0033265 10.1114021, -67.9996728 10.1125392, -67.9958468 10.113749, -67.9929577 10.1146529, -67.990121 10.1155521, -67.9869031 10.1153255, -67.9831336 10.1150456, -67.9792739 10.1147735, -67.9753346 10.1144912, -67.9716296 10.1142392, -67.9676416 10.113946, -67.9640084 10.1136946, -67.9603622 10.1118741, -67.9569274 10.1101519, -67.9541467 10.1087674, -67.9507416 10.1070846, -67.947127 10.105301, -67.9438879 10.1036658, -67.9404962 10.1019717, -67.9371774 10.1003259, -67.9337599 10.0986051, -67.9304772 10.0969793, -67.9279531 10.0981782, -67.9270406 10.0986077, -67.9243785 10.0969631, -67.92241 10.0957659, -67.9189087 10.0959287, -67.9151251 10.0960873, -67.911047 10.096281, -67.9062764 10.096545, -67.9004012 10.0967851, -67.8985554 10.0981354, -67.8939893 10.1014922, -67.8911705 10.1035495, -67.8879119 10.1059093, -67.8851647 10.1078938, -67.8858655 10.1114779, -67.8866273 10.1154885, -67.8872316 10.1187058, -67.8880056 10.1227322, -67.8886901 10.1264691, -67.8894883 10.1306171, -67.8901888 10.1343383, -67.8908779 10.1379226, -67.8916131 10.1416712, -67.8921844 10.1448926, -67.8926314 10.1489058, -67.8930099 10.152548, -67.8934433 10.1565316, -67.8938596 10.1604136, -67.8942947 10.1643444, -67.8947067 10.1682499, -67.8951298 10.1722822, -67.8955585 10.1763858, -67.896001 10.1803745, -67.8964235 10.1842348, -67.8974887 10.1849765, -67.9000834 10.1867958, -67.9024741 10.1884249, -67.9028864 10.1915948, -67.9032756 10.1945824, -67.9035734 10.1971046, -67.9056264 10.198755, -67.9066434 10.2012996, -67.9084777 10.20379, -67.9081207 10.2054734, -67.9085757 10.2090126, -67.90885244373415 10.21138099773054, -67.9127360790501 10.213908361093356)"
way/365007880-400,VE30-400,400.0,1787.4764334110816,66670.06,Al/St 240/40 4-bundle 380.0,"LINESTRING (-68.15408649385732 10.486783194492377, -68.1560642746159 10.479775733369673, -68.1560873 10.4794978, -68.1565972 10.4733419, -68.1567116 10.4719615, -68.156685 10.4710694, -68.1566262 10.4691016, -68.1562517 10.4655652, -68.1517279 10.4625325, -68.1454768 10.4583417, -68.144374 10.4576023, -68.1407294 10.4551589, -68.1380413 10.4533667, -68.1354816 10.4516407, -68.1316256 10.4490304, -68.1273936 10.446216, -68.1224341 10.4428918, -68.1210203 10.4359365, -68.1207464 10.4346566, -68.1201061 10.4315134, -68.1190517 10.4264272, -68.1182695 10.4226999, -68.1177032 10.4199182, -68.1171921 10.4173813, -68.1162095 10.4126018, -68.1152973 10.4081588, -68.1149555 10.4065182, -68.113935 10.4015321, -68.1121378 10.392748, -68.1115549 10.3899853, -68.1108789 10.3865943, -68.1102503 10.3835748, -68.1097673 10.3812522, -68.108811 10.3766064, -68.1074994 10.3701301, -68.1059976 10.3628395, -68.1057237 10.3616368, -68.1043207 10.3546699, -68.1040112 10.3532697, -68.103418 10.3501883, -68.1026979 10.3467259, -68.1014653 10.3411301, -68.1012458 10.340028, -68.0964833 10.3335991, -68.0950485 10.331602, -68.0893394 10.3241128, -68.0847195 10.3177043, -68.0822993 10.3144875, -68.0810655 10.3127827, -68.079225 10.310266, -68.0771166 10.3074501, -68.0725765 10.3012234, -68.0703119 10.2981932, -68.0688927 10.2962946, -68.0675779 10.2945358, -68.0665917 10.2936725, -68.0643721 10.2916541, -68.0593151 10.2868408, -68.0549184 10.2827233, -68.0525988 10.2805509, -68.0493164 10.2774769, -68.048802 10.2733787, -68.0480722 10.2675645, -68.0478645 10.2659101, -68.0470842 10.2596929, -68.0469829 10.258886, -68.0488471 10.2578401, -68.0511048 10.2565735, -68.0527622 10.2556029, -68.0552877 10.2541867, -68.058494 10.2524278, -68.0615111 10.2507587, -68.065253 10.2486682, -68.0666317 10.2479113, -68.0687463 10.246738, -68.0729811 10.2443806, -68.0746433 10.2434642, -68.0795993 10.2406796, -68.0818355 10.2394731, -68.0872832 10.2364506, -68.0919514 10.2338527, -68.0952708 10.2320149, -68.0979596 10.2305282, -68.0977026 10.2284906, -68.0973036 10.2249385, -68.0968469 10.2212692, -68.0966836 10.2201009, -68.0961626 10.2157092, -68.0958703 10.2136006, -68.0956175 10.211328, -68.0953473 10.209132, -68.0949987 10.2064629, -68.0945824 10.2030851, -68.0941644 10.1999462, -68.0937636 10.1969645, -68.0928644 10.1895694, -68.09262 10.187382, -68.092284 10.1845834, -68.0913982 10.1777147, -68.0908049 10.172731, -68.0904402 10.1696809, -68.0924705 10.1663448, -68.0965914 10.1595945, -68.0992099 10.155365, -68.1010299 10.1524638, -68.1026401 10.1497474, -68.1044747 10.1467373, -68.1074748 10.1418737, -68.1095094 10.1384722, -68.1119678 10.1345248, -68.1135691 10.131949, -68.1160188 10.1278252, -68.1173599 10.12577, -68.119241 10.1226718, -68.1213178 10.1193804, -68.1246183 10.1138867, -68.1261703 10.1115087, -68.1286694 10.1072914, -68.1308401 10.1037215, -68.1328157 10.1004583, -68.1346034 10.0975661, -68.1369693 10.0935678, -68.1402256 10.0884062, -68.1436757 10.0827513, -68.1434722 10.0792146, -68.1432911 10.0761294, -68.1429809 10.0710801, -68.1428343 10.0683947, -68.1426542 10.0655325, -68.142536 10.0634967, -68.1394337 10.0623285, -68.1359852 10.0610481, -68.1332741 10.0600466, -68.1283845 10.0582299, -68.1247809 10.0568859, -68.1224492 10.0559811, -68.1183565 10.0545205, -68.1155896 10.053463, -68.1120726 10.0521792, -68.1079214 10.0505972, -68.1049234 10.0494993, -68.1017174 10.0482885, -68.098717 10.0471655, -68.095246 10.0458592, -68.0914896 10.0444441, -68.0873771 10.0423257, -68.08655636030984 10.041900408487459, -68.08204991500108 10.039887597052381)"
VE33-230,VE31-230,230.0,1027.7989492113718,35369.09,Al/St 240/40 2-bundle 220.0,"LINESTRING (-68.0837894853255 10.018409088621123, -68.08208241607048 10.01367455375184, -68.0812335 10.0125695, -68.0805252 10.0116897, -68.0789353 10.0096995, -68.0775671 10.0079867, -68.0756377 10.0055313, -68.0683845 10.0061498, -68.0632282 10.0066056, -68.0599433 10.0068686, -68.0564767 10.0071762, -68.0538443 10.007405, -68.0497323 10.0077453, -68.0422693 10.0083494, -68.0388784 10.0086422, -68.0336245 10.0091314, -68.0326159 10.0092019, -68.0296127 10.0094613, -68.0279605 10.0096207, -68.0238206 10.0099431, -68.0214609 10.0101581, -68.0191238 10.0103434, -68.0175281 10.010462, -68.0159512 10.0106325, -68.0151834 10.0099505, -68.0120673 10.0070708, -68.0086613 10.0039464, -68.0068473 10.002286, -68.0032193 9.9989096, -68.0018091 9.9941942, -68.001262 9.9923399, -68.000173 9.9886047, -67.9996795 9.9868877, -67.998274 9.9816653, -67.9972816 9.9766568, -67.9967237 9.9738328, -67.9955596 9.9678996, -67.9950231 9.9650201, -67.9946047 9.9629595, -67.9942882 9.9612477, -67.993784 9.9586376, -67.9936069 9.9577447, -67.9925662 9.9526248, -67.9921693 9.9503158, -67.9911178 9.9451377, -67.9902649 9.941196, -67.9894066 9.9373123, -67.9884088 9.9332807, -67.987867 9.9304484, -67.9874378 9.9284669, -67.9870409 9.9261472, -67.9864562 9.9225698, -67.9861102 9.9205829, -67.9857105 9.9181046, -67.9853417 9.9160385, -67.9846644 9.9119048, -67.9836372 9.9057129, -67.9833649 9.9039175, -67.9829223 9.9012607, -67.9824422 9.8983938, -67.9820325 9.895883, -67.9815772 9.8930616, -67.9812647 9.8910343, -67.9809107 9.8887454, -67.980385 9.8855798, -67.9799357 9.8830147, -67.9795226 9.8803452, -67.9816774 9.8767547, -67.9816865 9.8732786, -67.981686 9.8697339, -67.9816774 9.8671977, -67.9816776 9.8636871, -67.9816769 9.86043, -67.9816891 9.8574306, -67.9816958 9.8537875, -67.9816965 9.8514882, -67.9816976 9.8474913, -67.9816826 9.8447563, -67.9817073 9.84223, -67.9816899 9.8392992, -67.9816838 9.8370614, -67.9829646 9.835929, -67.984539 9.8345025, -67.9865165 9.832679, -67.9901429 9.829386, -67.9924482 9.827359, -67.9942077 9.8257409, -67.9963052 9.8238453, -67.9990321 9.8213456, -68.0004425 9.8200633, -68.0017944 9.8188627, -68.0062824 9.8147517, -68.0083148 9.8129128, -68.0087467 9.8123552, -68.0105323 9.8107621, -68.0144061 9.8073018, -68.01551614295744 9.806297366968112, -68.01970479999999 9.802565380326964)"
way/687256510-230,VE30-230,230.0,1027.7989492113718,75633.17,Al/St 240/40 2-bundle 220.0,"LINESTRING (-68.0822841098502 10.039820878548511, -68.07834754445967 10.045292892484214, -68.0784713 10.0465078, -68.078923 10.0507835, -68.0792724 10.0542438, -68.0782503 10.0577111, -68.0769708 10.0619693, -68.0758742 10.0656904, -68.0745633 10.0701579, -68.0732608 10.0744758, -68.0724346 10.077236, -68.0715773 10.0798675, -68.070885 10.0830384, -68.0700108 10.0871377, -68.0693384 10.0903916, -68.0649676 10.0917576, -68.0602526 10.0932434, -68.0566275 10.0943983, -68.0524025 10.0957063, -68.0482194 10.0970294, -68.0439121 10.0983832, -68.0396243 10.0997233, -68.0354797 10.101024, -68.0311217 10.1023988, -68.0269022 10.1037185, -68.0226738 10.1050396, -68.0179778 10.1065196, -68.0137542 10.1078488, -68.0095592 10.109146, -68.0053766 10.1104583, -68.0016018 10.1116407, -67.9977662 10.1128429, -67.993559 10.1141689, -67.990076 10.1152616, -67.9861306 10.1149885, -67.9813389 10.1146399, -67.9788534 10.1144634, -67.974866 10.1141693, -67.9709467 10.1138961, -67.9676292 10.113639, -67.9656316 10.1167767, -67.9633548 10.1204054, -67.9619076 10.1196683, -67.9582363 10.1174077, -67.9543218 10.1150093, -67.9505144 10.1126614, -67.946994 10.1104929, -67.9442632 10.1088228, -67.941109 10.1068855, -67.9380905 10.1050074, -67.9352119 10.1032332, -67.931994 10.1012539, -67.9288959 10.0993404, -67.9254098 10.0971886, -67.9225095 10.0954095, -67.9197419 10.0955219, -67.9159338 10.0956919, -67.9126747 10.095842, -67.9061646 10.0961753, -67.90041 10.0964156, -67.8989546 10.0964776, -67.8932695 10.0967102, -67.8896635 10.0968676, -67.8859844 10.0970298, -67.8824222 10.0971919, -67.8787134 10.0973576, -67.8755824 10.0974854, -67.8715579 10.0976712, -67.8671757 10.0978593, -67.8620061 10.0980812, -67.8595891 10.0981934, -67.8584502 10.098268, -67.8548415 10.099057, -67.8530082 10.0989764, -67.8522197 10.0985355, -67.8482902 10.0986939, -67.8443179 10.0988682, -67.8411448 10.0990213, -67.8373629 10.0991771, -67.833927 10.0993263, -67.8306989 10.0994663, -67.8270511 10.0996221, -67.8236367 10.0997752, -67.8198293 10.0999337, -67.8152065 10.1001476, -67.8105837 10.1003469, -67.8062352 10.1005344, -67.8021978 10.10071, -67.798833 10.1009305, -67.7948016 10.101081, -67.7916178 10.1012553, -67.7881256 10.1013953, -67.7843235 10.1015669, -67.7808112 10.1017227, -67.7768375 10.1018838, -67.7728477 10.1020449, -67.7698088 10.0999125, -67.7669106 10.0978291, -67.7656165 10.096893, -67.7637644 10.0955515, -67.7580138 10.0914426, -67.7553141 10.0895082, -67.7525944 10.0875792, -67.7496614 10.0854811, -67.7468383 10.0834385, -67.741309 10.0794786, -67.7372709 10.0810855, -67.7330598 10.0828073, -67.7267553 10.0853068, -67.7207777 10.0877165, -67.7170765 10.0892085, -67.7124457 10.0910676, -67.7093424 10.0923246, -67.702026 10.0952656, -67.6997799 10.0961678, -67.6920408 10.0992762, -67.6900224 10.1001066, -67.6874636 10.1011167, -67.680164 10.1040464, -67.6750001 10.106114, -67.66993 10.1081671, -67.6665236 10.1095494, -67.6597229 10.1122652, -67.6516266 10.1114718, -67.6456238 10.110879, -67.6386125 10.1102017, -67.6124362 10.107606, -67.6091599 10.1072851, -67.6061156 10.1069798, -67.603546 10.1067319, -67.6003455 10.1080938, -67.5969196 10.1095646, -67.5935293 10.1110202, -67.5908008 10.1121821, -67.5875191 10.1135895, -67.5840665 10.1150563, -67.5809404 10.1163911, -67.5774682 10.117875, -67.5742529 10.1192547, -67.5713099 10.1205109, -67.5675193 10.1221341, -67.5646184 10.1233699, -67.5614313 10.1247244, -67.5572108 10.1265404, -67.5547902 10.1275648, -67.5490683 10.1316264, -67.5446641 10.134752, -67.5418093 10.1367722, -67.5387445 10.1389402, -67.5358531 10.1409812, -67.5327639 10.1431739, -67.5298915 10.1452063, -67.5268382 10.1473693, -67.5238931 10.1494829, -67.5208542 10.1516267, -67.5156587 10.1553177, -67.5118554 10.1580107, -67.5084972 10.1603868, -67.5056273 10.1624198, -67.5025648 10.1645011, -67.5004913 10.1669793, -67.49799587775694 10.169926716440612, -67.49432442086012 10.175497544554755)"
