line_id,bus0,bus1,type,voltage,s_nom,length,network_country,r,x,b,bus0_name,bus1_name,link_name
NO_line_41,relation/7847764-420,relation/10308957-300,relation/10308957-300;relation/7847764-420,420,1876.85,184817.73,NO,,,,NOR60p4N8p6E,Oslo,NOR60p4N8p6E-Oslo2
NO_line_42,relation/7847764-420,way/287115458-300,relation/7847764-420;way/287115458-300,420,2882.305,94105.27406298084,NO,,,,NOR60p4N8p6E,Drammen,NOR60p4N8p6E-Drammen
NO_line_43,relation/7847764-420,way/287115458-300,relation/7847764-420;way/287115458-300,420,3753.7,79364.85500000001,NO,,,,NOR60p4N8p6E,Drammen,NOR60p4N8p6E-Drammen2
NO_line_44,relation/7883882-300,relation/7928148,relation/7883882-300;relation/7928148,420,1876.85,120600.8,NO,,,,Notodden,Kristiansand,Kristiansand-Notodden
NO_line_45,relation/8890887,relation/7928148,relation/7928148;relation/8890887,420,1876.85,30918.7,NO,,,,Egersund,Kristiansand,Egersund-Kristiansand
NO_line_46,relation/7928148,way/358915801-420,relation/7928148;way/358915801-420,420,3753.7,69503.085,NO,,,,Kristiansand,Arendal,Kristiansand-Arendal
NO_line_47,way/400655824-300,relation/8473044-420,relation/8473044-420;way/400655824-300,300,1005.455,38040.49,NO,,,,NOR65p0N13p2E,MoIRana,MoIRana-NOR65p0N13p2E
NO_line_48,way/400655824-300,relation/8473044-420,relation/8473044-420;way/400655824-300,420,1876.85,167802.32,NO,,,,NOR65p0N13p2E,MoIRana,MoIRana-NOR65p0N13p2E2
NO_line_49,relation/8527323-420,way/254428135-420,relation/8527323-420;way/254428135-420,420,1876.85,31866.36,NO,,,,Stjordalshalsen,Namsos,Stjordalshalsen-Namsos
NO_line_50,way/287685850-420,relation/8527323-420,relation/8527323-420;way/287685850-420,420,4759.155,69972.64483806475,NO,,,,Trondheim,Stjordalshalsen,Trondheim-Stjordalshalsen
NO_line_51,relation/8527323-420,way/400655824-300,relation/8527323-420;way/400655824-300,300,1005.455,130659.36,NO,,,,Stjordalshalsen,NOR65p0N13p2E,Stjordalshalsen-NOR65p0N13p2E
NO_line_52,relation/8836351-300,way/432965765-300,relation/8836351-300;way/432965765-300,300,1005.455,25369.56,NO,,,,Bergen,Stord,Bergen-Stord
NO_line_53,relation/12832053-420,relation/8886202-420,relation/12832053-420;relation/8886202-420,420,1876.85,78101.3,NO,,,,Strand,Froyland,Strand-Froyland2
NO_line_54,relation/12832053-420,way/432965765-300,relation/12832053-420;way/432965765-300,300,1005.455,23601.82,NO,,,,Strand,Stord,Strand-Stord
NO_line_55,relation/8886202-420,relation/8890887,relation/8886202-420;relation/8890887,420,2882.305,27040.940043454804,NO,,,,Froyland,Egersund,Froyland-Egersund
NO_line_56,way/90273427-300,relation/8890887,relation/8890887;way/90273427-300,300,1005.455,59695.92,NO,,,,Stavanger,Egersund,Egersund-Stavanger
NO_line_57,way/114414014-420,relation/10308957-300,relation/10308957-300;way/114414014-420,420,2882.305,35221.1873197493,NO,,,,Fredrikstad,Oslo,Oslo-Fredrikstad
NO_line_58,relation/10308957-300,way/297388897-300,relation/10308957-300;way/297388897-300,300,2010.91,98286.28,NO,,,,Oslo,Ringsaker,Oslo-Ringsaker2
NO_line_59,way/287115458-300,way/114414014-420,way/114414014-420;way/287115458-300,420,3887.76,39207.04941360835,NO,,,,Drammen,Fredrikstad,Drammen-Fredrikstad
NO_line_60,way/114414014-420,way/60495669-420,way/114414014-420;way/60495669-420,420,4759.155,31769.282017133293,NO,,,,Fredrikstad,Sarpsborg,Fredrikstad-Sarpsborg
NO_line_61,way/287685850-420,way/254428135-420,way/254428135-420;way/287685850-420,420,1876.85,82124.9,NO,,,,Trondheim,Namsos,Trondheim-Namsos
NO_line_62,way/254428135-420,way/400655824-300,way/254428135-420;way/400655824-300,420,1876.85,60535.46,NO,,,,Namsos,NOR65p0N13p2E,NOR65p0N13p2E-Namsos
NO_line_63,way/297388897-300,way/265770276-300,way/265770276-300;way/297388897-300,300,2010.91,67209.52,NO,,,,Ringsaker,Faberg,Ringsaker-Faberg
NO_line_64,way/572898616-420,way/883151328-420,way/572898616-420;way/883151328-420,420,1876.85,212514.29,NO,,,,Finnsnes,Alta,Finnsnes-Alta
