GEM location ID,bus_id,bus_name
L100001078062,TR44-380,Istanbul
L100001078080,TR44-380,Istanbul
L100001078254,TR44-380,Istanbul
L100001079311,way/130740157-380,Afyonkarahisar
L100001078290,TR44-380,Istanbul
L100001078546,TR44-380,Istanbul
L100001078577,TR44-380,Istanbul
L100001078851,TR44-380,Istanbul
L100001079393,TR44-380,Istanbul
L100001079920,TR44-380,Istanbul
L100001079970,TR44-380,Istanbul
L100000831397,TR136-380,Antalya
L100001077989,way/173348127-380,Corlu
L100001078118,way/173348127-380,Corlu
L100001078285,way/173348127-380,Corlu
L100001079080,way/173348127-380,Corlu
L100001079430,way/173348127-380,Corlu
L100001079803,way/173348127-380,Corlu
L100001078029,way/176009144-380,Etimesgut
L100001078084,way/176009144-380,Etimesgut
L100001078091,way/176009144-380,Etimesgut
L100001078131,way/176009144-380,Etimesgut
L100001078511,way/176009144-380,Etimesgut
L100001078174,way/176009144-380,Etimesgut
L100001078257,way/176009144-380,Etimesgut
L100001078361,way/176009144-380,Etimesgut
L100001078398,way/176009144-380,Etimesgut
L100001078711,way/176009144-380,Etimesgut
L100001078840,way/176009144-380,Etimesgut
L100001078949,way/176009144-380,Etimesgut
L100001079106,way/176009144-380,Etimesgut
L100001079197,way/176009144-380,Etimesgut
L100001079645,way/176009144-380,Etimesgut
L100001079258,way/176009144-380,Etimesgut
L100001079358,way/176009144-380,Etimesgut
L100001079439,way/176009144-380,Etimesgut
L100001079547,way/176009144-380,Etimesgut
L100001079814,way/176009144-380,Etimesgut
L100001080012,way/176009144-380,Etimesgut
L100001080058,way/176009144-380,Etimesgut
L100001077874,way/172934497-380,Konya
L100001077986,way/172934497-380,Konya
L100001078164,way/172934497-380,Konya
L100001078165,way/172934497-380,Konya
L100001078656,way/172934497-380,Konya
L100001078275,way/169679398-380,Amasya
L100001078304,way/169679398-380,Amasya
L100001078315,way/172934497-380,Konya
L100001078513,way/172934497-380,Konya
L100001078759,way/172934497-380,Konya
L100001078954,way/172934497-380,Konya
L100001079148,way/172934497-380,Konya
L100001079243,way/172934497-380,Konya
L100001079306,way/176009144-380,Etimesgut
L100001079733,way/176009144-380,Etimesgut
L100001079321,way/172934497-380,Konya
L100001079372,way/172934497-380,Konya
L100001079426,way/176009144-380,Etimesgut
L100001079518,way/172934497-380,Konya
L100001079777,way/172934497-380,Konya
L100001079931,way/172934497-380,Konya
L100000831392,way/172934497-380,Konya
L100000831391,TR123-380,Denizli
L100000831405,way/172934497-380,Konya
L100000831406,way/172934497-380,Konya
L100000831408,way/468958964-380,Canakkale
L100000831415,way/127986151-380,Akhisar
L100000831416,way/173348127-380,Corlu
L100000831417,way/177818606-380,Osmaniye
L100000831418,way/127986151-380,Akhisar
L100000831419,way/468958964-380,Canakkale
L100000831420,way/130740157-380,Afyonkarahisar
L100000831422,way/132128807-380,Kocaeli
L100000831424,TR123-380,Denizli
L100000831425,TR123-380,Denizli
L100000831426,TR123-380,Denizli
L100000831429,way/177818606-380,Osmaniye
L100000831431,way/128190689-380,Elbistan
L100000831432,way/128190689-380,Elbistan
L100000831430,way/468958964-380,Canakkale
L100000831437,TR123-380,Denizli
L100000831438,way/468958964-380,Canakkale
