bus_id,station_id,voltage,dc,symbol,under_construction,tags,x,y,country,voltage_num
way/201845280-765,way/201845280,765.0,f,Substation,f,way/201845280,78.49272298166291,20.66910267249334,IN,765.0
way/209826798-765,way/209826798,765.0,f,Substation,f,way/209826798,75.90401276433046,22.908338070793363,IN,765.0
way/293597835-765,way/293597835,765.0,f,Substation,f,way/293597835,76.0512015315231,17.607760270934016,IN,765.0
way/311118424-765,way/311118424,765.0,f,Substation,f,way/311118424,80.85348364985322,25.957447383134458,IN,765.0
way/315823978-765,way/315823978,765.0,f,Substation,f,way/315823978,78.1777703436895,15.673490343021944,IN,765.0
way/331275940-765,way/331275940,765.0,f,Substation,f,way/331275940,73.37713563226791,22.317293030637487,IN,765.0
way/353914865-765,way/353914865,765.0,f,Substation,f,way/353914865,82.76217218403185,22.271692751270525,IN,765.0
way/369866141-765,way/369866141,765.0,f,Substation,f,way/369866141,75.66521878656216,26.651351516019087,IN,765.0
way/372701897-765,way/372701897,765.0,f,Substation,f,way/372701897,75.1460785084325,30.784075715982738,IN,765.0
way/386153973-765,way/386153973,765.0,f,Substation,f,way/386153973,78.0308264145772,12.13311355984287,IN,765.0
way/420797421-765,way/420797421,765.0,f,Substation,f,way/420797421,77.69785200581951,28.196007553336685,IN,765.0
way/688672711-765,way/688672711,765.0,f,Substation,f,way/688672711,69.59257685338552,23.452485058949303,IN,765.0
way/759521252-765,way/759521252,765.0,f,Substation,f,way/759521252,87.3799671357164,22.69086869521393,IN,765.0
way/1143180503-765,way/1143180503,765.0,f,Substation,f,way/1143180503,72.48193593666444,27.5115253825116,IN,765.0
IN684-765,IN684,765.0,f,Substation,f,IN684,81.8950886,17.15979717252354,IN,765.0
way/203673991-400,way/203673991,400.0,f,Substation,f,way/203673991,92.76922942764432,26.87410388326765,IN,400.0
