from_cluster_id,from_cluster_type,to_cluster_id,to_cluster_type,s_nom,num_lines,voltage,length,bus0,bus1,type,line_id,from_bus,to_bus,connection_type,length,water_distance_km,water_share,crosses_water,water_types
54,renewable,5,demand,22343.45541763852,6.0,500.0,622.3073125912545,sol54,dem5,Renewable cluster 54 to Demand cluster 5,,,,,622.3073125912545,0.0,0.0,False,[]
54,renewable,8,generation,29046.492042930076,9.0,500.0,409.40909067010216,sol54,gen8,Renewable cluster 54 to Generation cluster 8,,,,,409.40909067010216,0.0,0.0,False,[]
55,renewable,0,demand,2234.345541763852,1.0,500.0,609.2409180127822,sol55,dem0,Renewable cluster 55 to Demand cluster 0,,,,,609.2409180127822,0.0,0.0,False,[]
55,renewable,5,demand,51389.9474605686,17.0,500.0,403.35017689624823,sol55,dem5,Renewable cluster 55 to Demand cluster 5,,,,,403.35017689624823,0.0,0.0,False,[]
56,renewable,5,demand,15640.418792346964,5.0,500.0,424.87849718004344,sol56,dem5,Renewable cluster 56 to Demand cluster 5,,,,,424.87849718004344,0.0,0.0,False,[]
58,renewable,5,demand,2234.345541763852,1.0,500.0,245.1240287106075,sol58,dem5,Renewable cluster 58 to Demand cluster 5,,,,,245.1240287106075,0.0,0.0,False,[]
65,renewable,5,demand,11171.72770881926,5.0,500.0,315.4628169091331,sol65,dem5,Renewable cluster 65 to Demand cluster 5,,,,,315.4628169091331,0.0,0.0,False,[]
66,renewable,5,demand,2234.345541763852,1.0,500.0,294.0050816345293,sol66,dem5,Renewable cluster 66 to Demand cluster 5,,,,,294.0050816345293,0.0,0.0,False,[]
68,renewable,5,demand,2234.345541763852,1.0,500.0,761.0580020247016,sol68,dem5,Renewable cluster 68 to Demand cluster 5,,,,,761.0580020247016,0.0,0.0,False,[]
73,renewable,5,demand,17874.764334110816,6.0,500.0,392.40983248116,sol73,dem5,Renewable cluster 73 to Demand cluster 5,,,,,392.40983248116,0.0,0.0,False,[]
83,renewable,0,demand,17874.764334110816,8.0,500.0,416.3709573123675,sol83,dem0,Renewable cluster 83 to Demand cluster 0,,,,,416.3709573123675,0.0,0.0,False,[]
90,renewable,7,demand,10807.997039229793,2.0,750.0,2244.199400383602,sol90,dem7,Renewable cluster 90 to Demand cluster 7,,,,,2244.199400383602,0.0,0.0,False,[]
90,renewable,7,generation,21615.994078459586,4.0,750.0,709.5213442261123,sol90,gen7,Renewable cluster 90 to Generation cluster 7,,,,,709.5213442261123,0.0,0.0,False,[]
101,renewable,1,generation,10807.997039229793,2.0,750.0,457.5987452971793,sol101,gen1,Renewable cluster 101 to Generation cluster 1,,,,,457.5987452971793,0.0,0.0,False,[]
101,renewable,7,generation,54039.98519614896,10.0,750.0,514.8108182768121,sol101,gen7,Renewable cluster 101 to Generation cluster 7,,,,,514.8108182768121,0.0,0.0,False,[]
103,renewable,4,demand,40218.21975174933,15.0,500.0,184.23593880020536,sol103,dem4,Renewable cluster 103 to Demand cluster 4,,,,,184.23593880020536,0.0,0.0,False,[]
104,renewable,4,demand,20109.109875874667,6.0,500.0,366.6281182571102,sol104,dem4,Renewable cluster 104 to Demand cluster 4,,,,,366.6281182571102,0.0,0.0,False,[]
105,renewable,4,demand,6703.0366252915555,3.0,500.0,250.67762740621598,sol105,dem4,Renewable cluster 105 to Demand cluster 4,,,,,250.67762740621598,0.0,0.0,False,[]
106,renewable,4,demand,8937.382167055408,4.0,500.0,173.40568026211614,sol106,dem4,Renewable cluster 106 to Demand cluster 4,,,,,173.40568026211614,0.0,0.0,False,[]
108,renewable,1,demand,11171.72770881926,5.0,500.0,536.4585988386622,sol108,dem1,Renewable cluster 108 to Demand cluster 1,,,,,536.4585988386622,0.0,0.0,False,[]
108,renewable,3,demand,2234.345541763852,1.0,500.0,565.5533669481434,sol108,dem3,Renewable cluster 108 to Demand cluster 3,,,,,565.5533669481434,0.0,0.0,False,[]
110,renewable,4,demand,2234.345541763852,1.0,500.0,286.7899969261375,sol110,dem4,Renewable cluster 110 to Demand cluster 4,,,,,286.7899969261375,0.0,0.0,False,[]
